# power spectrum of hij
# redshift z=50.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  3.123131e-01   2.642675e-24   0.000000e+00   2.892498e-25   48
  3.129297e-01   2.528971e-24   3.973643e-09   1.324619e-25   192
  3.141593e-01   4.619389e-24   0.000000e+00   1.065008e-24   6
  3.149762e-01   2.312368e-24   2.884066e-04   8.963633e-26   288
  3.162994e-01   2.582392e-24   3.047203e-04   1.203433e-25   192
  3.172124e-01   2.683572e-24   9.345130e-09   1.205289e-25   216
  3.178195e-01   2.473863e-24   0.000000e+00   2.142395e-25   72
  3.193321e-01   2.384541e-24   3.018264e-04   1.197878e-25   192
  3.203366e-01   2.063803e-24   2.241224e-04   8.365718e-26   288
  3.214381e-01   2.285934e-24   0.000000e+00   3.133342e-25   24
  3.222890e-01   2.137005e-24   2.952626e-04   6.809351e-26   456
  3.238280e-01   2.613108e-24   5.619580e-09   2.169308e-25   48
  3.247789e-01   2.057232e-24   2.908218e-04   9.398455e-26   240
  3.258718e-01   2.246928e-24   2.939082e-04   1.044925e-25   216
  3.267908e-01   1.947678e-24   0.000000e+00   1.558689e-25   72
  3.273801e-01   1.963594e-24   1.015467e-08   9.926236e-26   168
  3.290441e-01   1.990314e-24   2.184577e-04   7.882891e-26   288
  3.299773e-01   2.168759e-24   2.890570e-04   1.323307e-25   168
  3.314762e-01   1.743922e-24   0.000000e+00   8.057305e-26   192
  3.320572e-01   1.569629e-24   3.746387e-09   8.144616e-26   144
  3.332162e-01   2.224645e-24   0.000000e+00   2.005207e-25   36
  3.341991e-01   1.813720e-24   2.639705e-04   6.602225e-26   342
  3.351389e-01   1.643983e-24   2.710657e-04   9.371193e-26   144
  3.363470e-01   1.610441e-24   2.842800e-04   6.835392e-26   384
  3.378125e-01   1.782312e-24   7.786718e-09   1.087390e-25   120
  3.385379e-01   1.727059e-24   2.534951e-04   8.258532e-26   264
  3.395201e-01   1.468108e-24   1.256576e-08   6.077409e-26   192
  3.404451e-01   1.400123e-24   2.731894e-04   8.388264e-26   152
  3.412191e-01   1.573844e-24   7.492773e-09   8.395773e-26   144
  3.428472e-01   1.561618e-24   1.768108e-04   7.056806e-26   216
  3.436008e-01   1.524027e-24   2.362665e-04   5.870897e-26   312
  3.449274e-01   1.409790e-24   2.738281e-04   6.444346e-26   240
