# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
      2   2.944743e+00   1.071692e-02   5.469494e+00   -2.183470e-04   3.121663e-01         -2.780791e+05   4.723473e-03   4.723473e-03   4.723473e-03   -1.805982e-14   4.615286e-14   2.809305e-14   -3.696183e-18   1.680083e-19   7.728382e-18         -2.779813e+05   4.727368e-03   2.013873e+00   4.727368e-03   7.625256e-14   -7.039449e+02   4.013293e-14   -1.344066e-16   -1.176058e-18   -2.284913e-16         -2.778842e+05   4.731593e-03   2.014914e+00   2.014914e+00   -5.217280e-14   -7.039920e+02   -7.039920e+02   6.182705e-17   5.107452e-17   1.775244e+00         -2.777881e+05   2.016118e+00   2.016118e+00   2.016118e+00   -7.040676e+02   -7.040676e+02   -7.040676e+02   1.777590e+00   1.777590e+00   1.777590e+00         -2.535171e+05   2.023513e-06   2.023513e-06   2.023513e-06   -7.160234e-01   -7.160234e-01   -7.160234e-01   2.023377e-06   2.023377e-06   2.023377e-06         -2.777992e+05   3.267334e-01   1.634106e+00   3.943632e+00   -2.816297e+02   6.336764e+02   -1.105155e+03   -6.399199e-01   1.116018e+00   -2.825710e+00         -2.776335e+05   3.947654e+00   2.903319e+00   2.440898e+00   -9.858086e+02   8.450669e+02   -7.746669e+02   -2.992498e+00   2.743234e+00   -2.351627e+00
      3   3.013257e+00   1.114977e-02   5.359500e+00   -2.180527e-04   3.121650e-01         -2.477814e+05   4.396902e-03   4.396902e-03   4.396902e-03   7.193439e-14   8.563618e-14   9.933797e-14   -1.193529e-18   1.939485e-18   1.178610e-17         -2.476966e+05   4.401907e-03   1.878004e+00   4.401907e-03   5.138171e-14   -6.402933e+02   4.110536e-14   -1.432235e-16   -8.205513e-18   -1.861906e-16         -2.476123e+05   4.407492e-03   1.879555e+00   1.879555e+00   -2.740358e-14   -6.404347e+02   -6.404347e+02   3.580588e-17   2.148353e-17   1.648726e+00         -2.475287e+05   1.881410e+00   1.881410e+00   1.881410e+00   -6.406279e+02   -6.406279e+02   -6.406279e+02   1.651531e+00   1.651531e+00   1.651531e+00         -2.251224e+05   1.642396e-06   1.642396e-06   1.642396e-06   -6.078729e-01   -6.078729e-01   -6.078729e-01   1.642157e-06   1.642157e-06   1.642157e-06         -2.518958e+05   3.104032e-01   1.551790e+00   3.752650e+00   -2.608272e+02   5.867773e+02   -1.394625e+03   -6.052084e-01   1.438516e+00   -3.233525e+00         -2.505315e+05   3.737629e+00   2.744767e+00   2.308116e+00   -1.395398e+03   7.790188e+02   -7.141684e+02   -4.326737e+00   3.966745e+00   -2.214604e+00
      4   3.083178e+00   1.160010e-02   5.251820e+00   -2.177410e-04   3.121637e-01         -2.208196e+05   4.094009e-03   4.094009e-03   4.094009e-03   5.555033e-14   9.355845e-14   1.023296e-13   3.974442e-19   3.312035e-18   1.192333e-17         -2.207452e+05   4.099562e-03   1.751893e+00   4.099562e-03   8.186364e-14   -5.824856e+02   8.771104e-15   -2.776810e-16   -2.649628e-18   -1.187033e-16         -2.206713e+05   4.106093e-03   1.753704e+00   1.753704e+00   6.432143e-14   -5.826746e+02   -5.826746e+02   -6.359107e-17   -8.266839e-17   1.531327e+00         -2.205980e+05   1.756030e+00   1.756030e+00   1.756030e+00   -5.829490e+02   -5.829490e+02   -5.829490e+02   1.534431e+00   1.534431e+00   1.534431e+00         -1.999080e+05   1.341323e-06   1.341323e-06   1.341323e-06   -5.176594e-01   -5.176594e-01   -5.176594e-01   1.341080e-06   1.341080e-06   1.341080e-06         -2.271067e+05   2.932276e-01   1.465280e+00   3.566388e+00   -2.401539e+02   5.400125e+02   -1.268860e+03   -5.687937e-01   1.336499e+00   -3.003611e+00         -2.273951e+05   3.573313e+00   2.609955e+00   2.195285e+00   -1.269313e+03   7.220802e+02   -6.620442e+02   -4.019107e+00   3.685119e+00   -2.096403e+00
      5   3.154533e+00   1.206863e-02   5.146399e+00   -2.174140e-04   3.121625e-01         -1.968214e+05   3.812151e-03   3.812151e-03   3.812151e-03   -3.493624e-14   -2.495446e-14   1.746812e-14   7.058582e-19   2.352861e-19   7.293868e-18         -1.967561e+05   3.818043e-03   1.634475e+00   3.818043e-03   7.985427e-14   -5.299247e+02   -1.247723e-14   -2.917547e-16   1.294073e-18   -8.846756e-17         -1.966911e+05   3.825324e-03   1.636453e+00   1.636453e+00   4.242258e-14   -5.301429e+02   -5.301429e+02   1.505831e-17   4.893950e-17   1.422180e+00         -1.966267e+05   1.639158e+00   1.639158e+00   1.639158e+00   -5.304788e+02   -5.304788e+02   -5.304788e+02   1.425505e+00   1.425505e+00   1.425505e+00         -1.775176e+05   1.098103e-06   1.098103e-06   1.098103e-06   -4.413711e-01   -4.413711e-01   -4.413711e-01   1.097883e-06   1.097883e-06   1.097883e-06         -1.991165e+05   2.692863e-01   1.345059e+00   3.258995e+00   -2.149841e+02   4.832842e+02   -1.153127e+03   -5.197390e-01   1.240175e+00   -2.786571e+00         -1.998093e+05   3.321494e+00   2.402286e+00   2.021122e+00   -1.156498e+03   6.475447e+02   -5.938191e+02   -3.738652e+00   3.428348e+00   -1.918940e+00
      6   3.227349e+00   1.255609e-02   5.043186e+00   -2.170737e-04   3.121613e-01         -1.754585e+05   3.549750e-03   3.549750e-03   3.549750e-03   -1.618737e-13   -5.324792e-14   -4.898809e-14   7.312656e-19   2.402730e-18   3.656328e-18         -1.754010e+05   3.555794e-03   1.525130e+00   3.555794e-03   9.584625e-14   -4.821303e+02   1.703933e-14   -3.610363e-16   8.357321e-19   -1.537747e-16         -1.753438e+05   3.563613e-03   1.527179e+00   1.527179e+00   1.490942e-14   -4.823605e+02   -4.823605e+02   5.014393e-17   2.674343e-17   1.320685e+00         -1.752872e+05   1.530159e+00   1.530159e+00   1.530159e+00   -4.827377e+02   -4.827377e+02   -4.827377e+02   1.324142e+00   1.324142e+00   1.324142e+00         -1.576348e+05   8.997411e-07   8.997411e-07   8.997411e-07   -3.764838e-01   -3.764838e-01   -3.764838e-01   8.995490e-07   8.995490e-07   8.995490e-07         -1.753128e+05   2.483162e-01   1.239771e+00   3.003681e+00   -1.932399e+02   4.343295e+02   -7.231262e+02   -4.768485e-01   7.940396e-01   -1.783230e+00         -1.751666e+05   3.045058e+00   2.205375e+00   1.855907e+00   -7.257897e+02   5.796226e+02   -5.315731e+02   -2.395597e+00   2.197029e+00   -1.753824e+00
      7   3.301655e+00   1.306324e-02   4.942128e+00   -2.167217e-04   3.121600e-01         -1.564393e+05   3.305549e-03   3.305549e-03   3.305549e-03   -3.126835e-13   -2.254230e-13   -2.563278e-13   1.855314e-19   7.514023e-18   2.968503e-18         -1.563888e+05   3.311635e-03   1.423321e+00   3.311635e-03   1.563417e-13   -4.386731e+02   -2.726891e-14   -4.601180e-16   9.091040e-18   -2.077952e-17         -1.563385e+05   3.319855e-03   1.425388e+00   1.425388e+00   3.272269e-14   -4.389058e+02   -4.389058e+02   -4.452754e-17   -7.124407e-17   1.226356e+00         -1.562887e+05   1.428578e+00   1.428578e+00   1.428578e+00   -4.393112e+02   -4.393112e+02   -4.393112e+02   1.229891e+00   1.229891e+00   1.229891e+00         -1.399789e+05   7.375886e-07   7.375886e-07   7.375886e-07   -3.212179e-01   -3.212179e-01   -3.212179e-01   7.374235e-07   7.374235e-07   7.374235e-07         -1.563295e+05   2.319022e-01   1.157302e+00   2.807973e+00   -1.758930e+02   3.952307e+02   -6.581448e+02   -4.429246e-01   7.377008e-01   -1.656349e+00         -1.589832e+05   2.895483e+00   2.103083e+00   1.764206e+00   -6.722160e+02   8.260127e+02   -4.925827e+02   -3.484961e+00   2.077546e+00   -2.551989e+00
      8   3.377481e+00   1.359088e-02   4.843177e+00   -2.163595e-04   3.121587e-01         -1.395050e+05   3.078355e-03   3.078355e-03   3.078355e-03   -4.329064e-13   -3.677377e-13   -3.165337e-13   3.624517e-18   7.825662e-18   1.029692e-17         -1.394605e+05   3.084349e-03   1.328564e+00   3.084349e-03   1.380956e-13   -3.991644e+02   -9.154652e-14   -4.402141e-16   8.484665e-18   1.370726e-16         -1.394163e+05   3.092780e-03   1.330585e+00   1.330585e+00   -4.654908e-15   -3.993892e+02   -3.993892e+02   -4.217620e-17   -6.853632e-17   1.138710e+00         -1.393725e+05   1.333881e+00   1.333881e+00   1.333881e+00   -3.998048e+02   -3.998048e+02   -3.998048e+02   1.142239e+00   1.142239e+00   1.142239e+00         -1.243004e+05   6.048977e-07   6.048977e-07   6.048977e-07   -2.741187e-01   -2.741187e-01   -2.741187e-01   6.047572e-07   6.047572e-07   6.047572e-07         -1.394252e+05   2.165954e-01   1.080447e+00   2.625421e+00   -1.601088e+02   3.596661e+02   -5.990445e+02   -4.113753e-01   6.853154e-01   -1.538406e+00         -1.444489e+05   2.756382e+00   2.016202e+00   1.678583e+00   -6.234047e+02   7.516577e+02   -4.567746e+02   -3.236701e+00   1.966394e+00   -2.370038e+00
      9   3.454856e+00   1.413984e-02   4.746283e+00   -2.159885e-04   3.121575e-01         -1.244253e+05   2.867071e-03   2.867071e-03   2.867071e-03   -4.621979e-13   -3.814126e-13   -3.999535e-13   2.194463e-18   5.851902e-18   1.053342e-17         -1.243861e+05   2.872897e-03   1.240393e+00   2.872897e-03   6.886617e-14   -3.632480e+02   -1.165427e-13   -2.855728e-16   7.753770e-18   2.645060e-16         -1.243472e+05   2.881418e-03   1.242331e+00   1.242331e+00   4.767658e-14   -3.634594e+02   -3.634594e+02   -1.474679e-16   -2.247130e-16   1.057316e+00         -1.243088e+05   1.245678e+00   1.245678e+00   1.245678e+00   -3.638760e+02   -3.638760e+02   -3.638760e+02   1.060795e+00   1.060795e+00   1.060795e+00         -1.103779e+05   4.963134e-07   4.963134e-07   4.963134e-07   -2.339809e-01   -2.339809e-01   -2.339809e-01   4.961952e-07   4.961952e-07   4.961952e-07         -1.243705e+05   2.023326e-01   1.008882e+00   2.455235e+00   -1.457507e+02   3.273254e+02   -5.453003e+02   -3.820586e-01   6.366356e-01   -1.428843e+00         -1.291081e+05   2.581269e+00   1.909624e+00   1.576535e+00   -5.687945e+02   6.969091e+02   -6.437464e+02   -3.061692e+00   2.829930e+00   -3.465962e+00
     10   3.533810e+00   1.471097e-02   4.651400e+00   -2.156099e-04   3.121562e-01         -1.109955e+05   2.670626e-03   2.670626e-03   2.670626e-03   -3.865813e-13   -3.662349e-13   -2.961530e-13   9.093776e-19   8.054487e-18   6.235732e-18         -1.112275e+05   2.682615e-03   1.161785e+00   2.682615e-03   -4.521419e-15   -5.214533e+02   -8.590696e-14   2.806079e-16   1.065271e-17   7.358164e-16         -1.110048e+05   2.686522e-03   1.161082e+00   1.161082e+00   4.973561e-14   -5.217999e+02   -5.217999e+02   -6.464375e-16   -5.653730e-16   2.114956e+00         -1.108931e+05   1.163485e+00   1.163485e+00   1.163485e+00   -3.311947e+02   -3.311947e+02   -3.311947e+02   9.850987e-01   9.850987e-01   9.850987e-01         -9.801474e+04   4.073795e-07   4.073795e-07   4.073795e-07   -1.997591e-01   -1.997591e-01   -1.997591e-01   4.072809e-07   4.072809e-07   4.072809e-07         -1.109616e+05   1.890371e-01   9.422325e-01   2.296611e+00   -1.326878e+02   2.979146e+02   -4.964283e+02   -3.548129e-01   5.913984e-01   -1.327070e+00         -1.153207e+05   2.415605e+00   1.782862e+00   1.485902e+00   -5.184303e+02   6.462181e+02   -5.755608e+02   -2.897042e+00   2.581713e+00   -3.216884e+00
     11   3.614375e+00   1.530518e-02   4.558482e+00   -2.152247e-04   3.121548e-01         -9.903380e+04   2.488044e-03   2.488044e-03   2.488044e-03   -3.550375e-13   -3.067987e-13   -2.498770e-13   8.075195e-19   7.036955e-18   1.153599e-19         -1.010494e+05   2.544828e-03   1.109895e+00   2.544828e-03   -5.692178e-14   -4.738202e+02   -1.312095e-13   4.245245e-16   1.049775e-17   8.453575e-16         -1.026937e+05   2.595661e-03   1.128917e+00   1.128917e+00   1.041958e-13   -4.827562e+02   -4.827562e+02   -8.951930e-16   -7.807560e-16   2.265087e+00         -1.040212e+05   1.147143e+00   1.147143e+00   1.147143e+00   -4.922865e+02   -4.922865e+02   -4.922865e+02   2.321282e+00   2.321282e+00   2.321282e+00         -8.703626e+04   3.345410e-07   3.345410e-07   3.345410e-07   -1.705831e-01   -1.705831e-01   -1.705831e-01   3.344595e-07   3.344595e-07   3.344595e-07         -9.901719e+04   1.766509e-01   8.802032e-01   2.148789e+00   -1.208058e+02   2.711744e+02   -4.519870e+02   -3.295094e-01   5.493769e-01   -1.232578e+00         -1.016992e+05   2.232056e+00   1.647328e+00   1.388591e+00   -4.665636e+02   4.048860e+02   -5.224520e+02   -1.852796e+00   2.390435e+00   -2.074569e+00
     12   3.696583e+00   1.592339e-02   4.467484e+00   -2.148340e-04   3.121535e-01         -8.837828e+04   2.318362e-03   2.318362e-03   2.318362e-03   -2.939719e-13   -2.503290e-13   -1.968047e-13   2.048771e-19   4.609734e-18   2.151209e-18         -9.185494e+04   2.415362e-03   1.065700e+00   2.415362e-03   -1.449273e-13   -4.313888e+02   -1.885702e-13   6.015191e-16   9.526783e-18   9.883270e-16         -9.509389e+04   2.509944e-03   1.103626e+00   1.103626e+00   1.062252e-13   -4.476861e+02   -4.476861e+02   -1.001439e-15   -9.129322e-16   2.102598e+00         -9.818375e+04   1.143114e+00   1.143114e+00   1.143114e+00   -4.650245e+02   -4.650245e+02   -4.650245e+02   2.194241e+00   2.194241e+00   2.194241e+00         -7.728740e+04   2.748296e-07   2.748296e-07   2.748296e-07   -1.456959e-01   -1.456959e-01   -1.456959e-01   2.747627e-07   2.747627e-07   2.747627e-07         -8.837592e+04   1.651116e-01   8.224679e-01   2.011119e+00   -1.099977e+02   2.468609e+02   -4.115814e+02   -3.060102e-01   5.103555e-01   -1.144869e+00         -8.921029e+04   2.051479e+00   1.514370e+00   1.271516e+00   -4.175245e+02   3.623019e+02   -4.752898e+02   -1.691406e+00   2.218542e+00   -1.925214e+00
     13   3.780464e+00   1.656658e-02   4.378363e+00   -2.144386e-04   3.121521e-01         -7.888517e+04   2.160715e-03   2.160715e-03   2.160715e-03   -2.642629e-13   -2.277159e-13   -1.560276e-13   -2.728931e-19   4.639184e-18   2.365074e-18         -8.145164e+04   2.236278e-03   1.002541e+00   2.236278e-03   -1.630558e-13   -3.934627e+02   -1.996028e-13   6.520327e-16   1.109765e-17   1.042088e-15         -8.436562e+04   2.325174e-03   1.038265e+00   1.038265e+00   6.044311e-14   -4.070828e+02   -4.070828e+02   -9.372970e-16   -8.237734e-16   1.958358e+00         -8.776603e+04   1.083578e+00   1.083578e+00   1.083578e+00   -4.243903e+02   -4.243903e+02   -4.243903e+02   2.043901e+00   2.043901e+00   2.043901e+00         -6.863045e+04   2.258732e-07   2.258732e-07   2.258732e-07   -1.244664e-01   -1.244664e-01   -1.244664e-01   2.258188e-07   2.258188e-07   2.258188e-07         -7.963591e+04   1.558136e-01   7.778464e-01   1.900556e+00   -1.011103e+02   3.568317e+02   -3.783114e+02   -4.513275e-01   4.785217e-01   -1.688675e+00         -7.876366e+04   1.897948e+00   1.401231e+00   1.176198e+00   -3.759871e+02   3.262223e+02   -3.009472e+02   -1.553381e+00   1.433105e+00   -1.243544e+00
     14   3.866054e+00   1.723576e-02   4.291078e+00   -2.140392e-04   3.121507e-01         -7.042651e+04   2.014260e-03   2.014260e-03   2.014260e-03   -2.351498e-13   -1.823611e-13   -1.331716e-13   -2.423262e-18   4.684973e-18   -3.311791e-18         -7.150382e+04   2.049563e-03   9.181636e-01   2.049563e-03   -1.691639e-13   -3.580815e+02   -1.619654e-13   6.177702e-16   6.865908e-18   7.857830e-16         -7.283060e+04   2.095504e-03   9.345224e-01   9.345224e-01   2.639437e-14   -3.642527e+02   -3.642527e+02   -8.736666e-16   -7.754437e-16   1.815767e+00         -7.453762e+04   9.592770e-01   9.592770e-01   9.592770e-01   -3.733449e+02   -3.733449e+02   -3.733449e+02   1.862593e+00   1.862593e+00   1.862593e+00         -6.094312e+04   1.857120e-07   1.857120e-07   1.857120e-07   -1.063515e-01   -1.063515e-01   -1.063515e-01   1.856682e-07   1.856682e-07   1.856682e-07         -7.243921e+04   1.484419e-01   7.459267e-01   1.813370e+00   -9.381049e+01   3.245065e+02   -3.510572e+02   -4.186284e-01   4.529161e-01   -1.566622e+00         -7.032231e+04   1.775923e+00   1.311250e+00   1.101101e+00   -3.424172e+02   2.970596e+02   -2.740547e+02   -1.442871e+00   1.331185e+00   -1.154954e+00
     15   3.953384e+00   1.793197e-02   4.205587e+00   -2.136365e-04   3.121493e-01         -6.288856e+04   1.878223e-03   1.878223e-03   1.878223e-03   -1.976313e-13   -1.945593e-13   -1.208316e-13   1.291097e-18   6.312030e-18   3.299470e-18         -6.283366e+04   1.880352e-03   8.459017e-01   1.880352e-03   -1.607674e-13   -2.275547e+02   -1.607674e-13   6.587464e-16   5.881665e-18   8.102352e-16         -6.278553e+04   1.885875e-03   8.445127e-01   8.445127e-01   2.047993e-15   -2.372680e+02   -2.372680e+02   -4.659426e-16   -3.683930e-16   1.193786e+00         -6.313405e+04   8.516278e-01   8.516278e-01   8.516278e-01   -3.284070e+02   -3.284070e+02   -3.284070e+02   1.701588e+00   1.701588e+00   1.701588e+00         -5.411680e+04   1.527432e-07   1.527432e-07   1.527432e-07   -9.088833e-02   -9.088833e-02   -9.088833e-02   1.527081e-07   1.527081e-07   1.527081e-07         -6.593295e+04   1.415138e-01   7.188853e-01   1.731524e+00   -8.708221e+01   2.956947e+02   -3.259467e+02   -3.890317e-01   4.288747e-01   -1.456209e+00         -6.279925e+04   1.662354e+00   1.227456e+00   1.031097e+00   -3.118913e+02   2.705414e+02   -2.495966e+02   -1.340315e+00   1.236582e+00   -1.072724e+00
     16   4.042489e+00   1.865631e-02   4.121850e+00   -2.132311e-04   3.121478e-01         -5.617015e+04   1.751877e-03   1.751877e-03   1.751877e-03   -1.503267e-13   -1.398388e-13   -8.827325e-14   1.146479e-18   4.331141e-18   3.757902e-18         -5.611683e+04   1.753370e-03   7.928946e-01   1.753370e-03   -1.415868e-13   -2.074043e+02   -1.625626e-13   5.655961e-16   7.324724e-18   7.816436e-16         -5.607273e+04   1.758266e-03   7.915574e-01   7.915574e-01   1.922784e-14   -2.072951e+02   -2.072951e+02   -4.545151e-16   -4.086559e-16   7.645479e-01         -5.617690e+04   7.953835e-01   7.953835e-01   7.953835e-01   -2.082443e+02   -2.082443e+02   -2.082443e+02   7.689165e-01   7.689165e-01   7.689165e-01         -4.805508e+04   1.256843e-07   1.256843e-07   1.256843e-07   -7.769111e-02   -7.769111e-02   -7.769111e-02   1.256566e-07   1.256566e-07   1.256566e-07         -5.814271e+04   1.307235e-01   6.741534e-01   1.602231e+00   -7.831109e+01   2.699287e+02   -2.932415e+02   -3.621385e-01   3.934628e-01   -1.355922e+00         -5.609367e+04   1.556663e+00   1.149437e+00   9.658531e-01   -2.841334e+02   2.464285e+02   -2.273530e+02   -1.245161e+00   1.148790e+00   -9.964151e-01
     17   4.133405e+00   1.940990e-02   4.039829e+00   -2.128235e-04   3.121463e-01         -5.018128e+04   1.634527e-03   1.634527e-03   1.634527e-03   -1.312893e-13   -1.111483e-13   -7.012043e-14   3.959116e-19   1.979558e-18   3.959116e-19         -5.012984e+04   1.635418e-03   7.435539e-01   1.635418e-03   -1.253216e-13   -1.890735e+02   -1.581439e-13   4.832383e-16   3.619763e-18   7.293822e-16         -5.009181e+04   1.639758e-03   7.423047e-01   7.423047e-01   9.697506e-15   -1.889762e+02   -1.889762e+02   -3.746455e-16   -3.402577e-16   7.109477e-01         -5.020243e+04   7.462173e-01   7.462173e-01   7.462173e-01   -1.898114e+02   -1.898114e+02   -1.898114e+02   7.148408e-01   7.148408e-01   7.148408e-01         -4.267231e+04   1.034472e-07   1.034472e-07   1.034472e-07   -6.641917e-02   -6.641917e-02   -6.641917e-02   1.034254e-07   1.034254e-07   1.034254e-07         -5.107705e+04   1.202975e-01   6.181026e-01   1.477122e+00   -7.014798e+01   2.457676e+02   -2.627419e+02   -3.362082e-01   3.594704e-01   -1.259258e+00         -5.011584e+04   1.458330e+00   1.076822e+00   9.050787e-01   -2.588937e+02   2.245047e+02   -2.071261e+02   -1.156909e+00   1.067355e+00   -9.256354e-01
     18   4.226166e+00   2.019395e-02   3.959485e+00   -2.124143e-04   3.121448e-01         -4.484193e+04   1.525547e-03   1.525547e-03   1.525547e-03   -1.133301e-13   -9.295615e-14   -7.767568e-14   2.511173e-19   1.757821e-18   3.716535e-18         -4.479258e+04   1.525887e-03   6.976176e-01   1.525887e-03   -9.359283e-14   -1.723962e+02   -1.362508e-13   3.101800e-16   1.255586e-18   6.926818e-16         -4.476069e+04   1.529704e-03   6.964612e-01   6.964612e-01   4.775144e-14   -1.723077e+02   -1.723077e+02   -4.925916e-16   -4.813416e-16   6.612013e-01         -4.487422e+04   7.003608e-01   7.003608e-01   7.003608e-01   -1.730406e+02   -1.730406e+02   -1.730406e+02   6.646428e-01   6.646428e-01   6.646428e-01         -3.789245e+04   8.517444e-08   8.517444e-08   8.517444e-08   -5.679263e-02   -5.679263e-02   -5.679263e-02   8.515757e-08   8.515757e-08   8.515757e-08         -4.486525e+04   1.107054e-01   5.696047e-01   1.361941e+00   -6.282517e+01   1.571833e+02   -2.353700e+02   -2.192836e-01   3.283316e-01   -8.213647e-01         -4.478599e+04   1.366828e+00   1.009236e+00   8.484687e-01   -2.359417e+02   2.045699e+02   -1.887323e+02   -1.075060e+00   9.918201e-01   -8.599892e-01
     19   4.320810e+00   2.100967e-02   3.880783e+00   -2.120038e-04   3.121432e-01         -4.008090e+04   1.424339e-03   1.424339e-03   1.424339e-03   -9.998877e-14   -9.509802e-14   -6.901399e-14   2.675863e-19   1.427127e-18   1.248736e-18         -4.003377e+04   1.424201e-03   6.548539e-01   1.424201e-03   -7.770867e-14   -1.572229e+02   -1.429187e-13   2.369031e-16   1.962300e-18   6.736040e-16         -4.000796e+04   1.427537e-03   6.538021e-01   6.538021e-01   4.184313e-14   -1.571418e+02   -1.571418e+02   -4.324195e-16   -4.481179e-16   6.150457e-01         -4.012163e+04   6.576129e-01   6.576129e-01   6.576129e-01   -1.577835e+02   -1.577835e+02   -1.577835e+02   6.180628e-01   6.180628e-01   6.180628e-01         -3.364798e+04   7.016395e-08   7.016395e-08   7.016395e-08   -4.857330e-02   -4.857330e-02   -4.857330e-02   7.015116e-08   7.015116e-08   7.015116e-08         -4.010483e+04   1.036949e-01   5.345435e-01   1.278202e+00   -5.725612e+01   1.433268e+02   -2.145796e+02   -2.038558e-01   3.051719e-01   -7.638491e-01         -4.003314e+04   1.281690e+00   9.463383e-01   7.957477e-01   -2.150694e+02   1.864434e+02   -1.720053e+02   -9.991622e-01   9.217713e-01   -7.991163e-01
     20   4.417373e+00   2.185835e-02   3.803685e+00   -2.115924e-04   3.121415e-01         -3.583483e+04   1.330340e-03   1.330340e-03   1.330340e-03   -9.600891e-14   -7.792028e-14   -2.226294e-14   7.524404e-19   -1.980106e-19   2.415730e-18         -3.578999e+04   1.329802e-03   6.150341e-01   1.329802e-03   -5.890402e-14   -1.434164e+02   -1.284757e-13   1.812193e-16   1.861300e-18   5.753397e-16         -3.577009e+04   1.332689e-03   6.141095e-01   6.141095e-01   5.148304e-14   -1.433428e+02   -1.433428e+02   -4.384748e-16   -4.473456e-16   5.722289e-01         -3.588179e+04   6.177778e-01   6.177778e-01   6.177778e-01   -1.439037e+02   -1.439037e+02   -1.439037e+02   5.748542e-01   5.748542e-01   5.748542e-01         -2.987893e+04   5.781583e-08   5.781583e-08   5.781583e-08   -4.154963e-02   -4.154963e-02   -4.154963e-02   5.780633e-08   5.780633e-08   5.780633e-08         -3.585905e+04   9.717295e-02   5.019371e-01   1.200252e+00   -5.219183e+01   1.307242e+02   -1.956728e+02   -1.895499e-01   2.836984e-01   -7.105201e-01         -3.579411e+04   1.202496e+00   8.878283e-01   7.466761e-01   -1.960894e+02   1.699626e+02   -1.567960e+02   -9.288115e-01   8.568387e-01   -7.426973e-01
     21   4.515894e+00   2.274131e-02   3.728158e+00   -2.111805e-04   3.121398e-01         -3.204738e+04   1.243041e-03   1.243041e-03   1.243041e-03   -9.738313e-14   -6.848489e-14   -1.979332e-14   -5.626575e-19   -1.476976e-18   1.758305e-18         -3.200487e+04   1.242190e-03   5.779478e-01   1.242190e-03   -4.156597e-14   -1.308520e+02   -1.151971e-13   1.012783e-16   1.441810e-18   5.165195e-16         -3.199062e+04   1.244682e-03   5.771765e-01   5.771765e-01   5.225436e-14   -1.307869e+02   -1.307869e+02   -4.017374e-16   -4.062387e-16   5.325118e-01         -3.209879e+04   5.806660e-01   5.806660e-01   5.806660e-01   -1.312770e+02   -1.312770e+02   -1.312770e+02   5.347811e-01   5.347811e-01   5.347811e-01         -2.653205e+04   4.766395e-08   4.766395e-08   4.766395e-08   -3.555022e-02   -3.555022e-02   -3.555022e-02   4.765715e-08   4.765715e-08   4.765715e-08         -3.207165e+04   9.111014e-02   4.716144e-01   1.127683e+00   -4.758748e+01   1.192616e+02   -1.784764e+02   -1.762903e-01   2.637951e-01   -6.610734e-01         -3.201272e+04   1.128832e+00   8.334053e-01   7.010081e-01   -1.788289e+02   1.549774e+02   -1.429661e+02   -8.636106e-01   7.966571e-01   -6.904147e-01
     22   4.616410e+00   2.365994e-02   3.654166e+00   -2.107683e-04   3.121380e-01         -2.866844e+04   1.161960e-03   1.161960e-03   1.161960e-03   -9.764580e-14   -5.541146e-14   -1.824524e-14   -1.311531e-18   -2.779198e-18   3.809687e-18         -2.862823e+04   1.160881e-03   5.434041e-01   1.160881e-03   -3.446322e-14   -1.194170e+02   -1.098093e-13   7.794244e-17   2.185886e-19   4.896384e-16         -2.861934e+04   1.163045e-03   5.428118e-01   5.428118e-01   5.237059e-14   -1.193614e+02   -1.193614e+02   -3.727247e-16   -3.777211e-16   4.956729e-01         -2.872284e+04   5.461014e-01   5.461014e-01   5.461014e-01   -1.197900e+02   -1.197900e+02   -1.197900e+02   4.976251e-01   4.976251e-01   4.976251e-01         -2.356006e+04   3.932027e-08   3.932027e-08   3.932027e-08   -3.042701e-02   -3.042701e-02   -3.042701e-02   3.931573e-08   3.931573e-08   3.931573e-08         -2.869253e+04   8.547645e-02   4.434200e-01   1.060111e+00   -4.340153e+01   1.088357e+02   -1.628336e+02   -1.640045e-01   2.453498e-01   -6.152291e-01         -2.863898e+04   1.060322e+00   7.827969e-01   6.585215e-01   -1.631318e+02   1.413522e+02   -1.303909e+02   -8.031972e-01   7.408931e-01   -6.419792e-01
