# background statistics
# cycle   tau/boxsize    a             conformal H/H0  phi(k=0)       T00(k=0)
     51   8.604456e+00   7.460899e-02   2.050053e+00   -1.983936e-04   3.120228e-01         -1.373767e+03   2.237452e-04   2.237452e-04   2.237452e-04   -4.127743e-15   1.886187e-15   -8.337495e-15   -1.601338e-18   -5.497130e-19   -1.673040e-18         -1.376000e+03   2.229330e-04   1.611927e-01   2.229330e-04   3.909055e-15   -1.220813e+01   1.804179e-15   -5.978328e-17   -7.010832e-19   -4.002548e-17         -1.399369e+03   2.250424e-04   1.642421e-01   1.642421e-01   2.107609e-14   -1.232986e+01   -1.232986e+01   -1.867431e-16   -1.863607e-16   1.080456e-01         -1.407010e+03   1.656256e-01   1.656256e-01   1.656256e-01   -1.242481e+01   -1.242481e+01   -1.242481e+01   1.092439e-01   1.092439e-01   1.092439e-01         -7.513867e+02   1.989530e-10   1.989530e-10   1.989530e-10   -3.860350e-04   -3.860350e-04   -3.860350e-04   1.989899e-10   1.989899e-10   1.989899e-10         -1.519722e+03   2.766161e-02   1.452764e-01   3.443002e-01   -5.105121e+00   1.635588e+01   -1.869961e+01   -5.472148e-02   6.255286e-02   -2.004509e-01         -1.018662e+03   2.130228e-01   1.550613e-01   1.287778e-01   -1.346197e+01   1.254548e+01   -9.948472e+00   -1.630985e-01   1.349717e-01   -1.235690e-01
     52   8.787251e+00   7.762316e-02   2.009819e+00   -1.978937e-04   3.120140e-01         -1.249407e+03   2.147419e-04   2.147419e-04   2.147419e-04   -2.473096e-15   3.732975e-16   -7.652598e-15   -1.478539e-18   -7.498808e-19   -1.344126e-18         -1.251550e+03   2.141026e-04   1.582877e-01   2.141026e-04   5.972759e-15   -1.135358e+01   4.152934e-15   -5.750030e-17   -7.074348e-19   -4.221971e-17         -1.274024e+03   2.163690e-04   1.615462e-01   1.615462e-01   2.006474e-14   -1.147179e+01   -1.147179e+01   -1.797450e-16   -1.798582e-16   1.027402e-01         -1.283786e+03   1.633205e-01   1.633205e-01   1.633205e-01   -1.157470e+01   -1.157470e+01   -1.157470e+01   1.039493e-01   1.039493e-01   1.039493e-01         -6.672127e+02   1.681915e-10   1.681915e-10   1.681915e-10   -3.343954e-04   -3.343954e-04   -3.343954e-04   1.681890e-10   1.681890e-10   1.681890e-10         -1.437784e+03   2.874094e-02   1.504307e-01   3.555029e-01   -7.943132e+00   1.719286e+01   -2.546177e+01   -9.458390e-02   1.400998e-01   -3.031144e-01         -7.287718e+02   1.580607e-01   1.161649e-01   9.566380e-02   -1.084514e+01   1.241402e+01   -8.018820e+00   -1.700313e-01   1.191715e-01   -1.384829e-01
     53   8.973706e+00   8.075912e-02   1.970394e+00   -1.973803e-04   3.120045e-01         -1.137371e+03   2.063598e-04   2.063598e-04   2.063598e-04   -7.965151e-17   -2.389545e-16   -8.124454e-15   -1.369437e-18   -6.156186e-19   -1.300337e-18         -1.235053e+03   2.230784e-04   1.716722e-01   2.230784e-04   1.055382e-14   -1.648604e+01   7.327939e-15   -1.675488e-16   -6.595913e-19   -1.159876e-16         -1.349578e+03   2.419584e-04   1.879062e-01   1.879062e-01   2.369632e-14   -1.795717e+01   -1.795717e+01   -3.188150e-16   -3.202222e-16   2.376224e-01         -1.486746e+03   2.078638e-01   2.078638e-01   2.078638e-01   -1.969921e+01   -1.969921e+01   -1.969921e+01   2.601722e-01   2.601722e-01   2.601722e-01         -5.924680e+02   1.423939e-10   1.423939e-10   1.423939e-10   -2.898672e-04   -2.898672e-04   -2.898672e-04   1.423578e-10   1.423578e-10   1.423578e-10         -1.415269e+03   3.142485e-02   1.605198e-01   3.844335e-01   -7.558579e+00   1.208766e+01   -2.488589e+01   -6.428373e-02   1.323347e-01   -2.116710e-01         -5.061302e+02   1.090229e-01   8.206472e-02   6.766225e-02   -8.904984e+00   8.875757e+00   -7.253137e+00   -1.272095e-01   1.199933e-01   -9.291879e-02
     54   9.163892e+00   8.402179e-02   1.931764e+00   -1.968503e-04   3.119942e-01         -1.036384e+03   1.985503e-04   1.985503e-04   1.985503e-04   7.138088e-16   -1.019727e-15   -5.200607e-15   -1.193709e-18   -5.410736e-19   -1.154662e-18         -1.253574e+03   2.387499e-04   1.923563e-01   2.387499e-04   1.638361e-14   -1.536453e+01   1.067314e-14   -1.788555e-16   -8.924925e-19   -1.106691e-16         -1.508235e+03   2.845743e-04   2.318423e-01   2.318423e-01   2.943612e-14   -1.853544e+01   -1.853544e+01   -3.541410e-16   -3.537840e-16   2.264561e-01         -1.796561e+03   2.771446e-01   2.771446e-01   2.771446e-01   -2.219112e+01   -2.219112e+01   -2.219112e+01   2.728441e-01   2.728441e-01   2.728441e-01         -5.260963e+02   1.206433e-10   1.206433e-10   1.206433e-10   -2.513557e-04   -2.513557e-04   -2.513557e-04   1.205794e-10   1.205794e-10   1.205794e-10         -1.220533e+03   3.012571e-02   1.504798e-01   3.638380e-01   -6.327368e+00   1.650914e+01   -1.687721e+01   -8.523549e-02   8.712311e-02   -2.272864e-01         -4.026271e+02   8.419015e-02   6.321785e-02   5.372855e-02   -7.629067e+00   3.637641e+00   -4.805164e+00   -7.873296e-02   9.286489e-02   -4.560353e-02
     55   9.357881e+00   8.741629e-02   1.893913e+00   -1.963020e-04   3.119830e-01         -9.453097e+02   1.912725e-04   1.912725e-04   1.912725e-04   7.542827e-16   -6.672501e-16   -3.713392e-15   -1.059978e-18   -5.795209e-19   -8.717579e-19         -1.031432e+03   2.067157e-04   1.736551e-01   2.067157e-04   1.711642e-14   -1.432142e+01   1.163336e-14   -1.857637e-16   -5.745677e-19   -1.147550e-16         -1.119180e+03   2.213096e-04   1.886523e-01   1.886523e-01   2.344079e-14   -1.557604e+01   -1.557604e+01   -3.131988e-16   -3.106628e-16   2.156960e-01         -1.196631e+03   2.023359e-01   2.023359e-01   2.023359e-01   -1.677394e+01   -1.677394e+01   -1.677394e+01   2.340999e-01   2.340999e-01   2.340999e-01         -4.671598e+02   1.024232e-10   1.024232e-10   1.024232e-10   -2.181753e-04   -2.181753e-04   -2.181753e-04   1.023355e-10   1.023355e-10   1.023355e-10         -1.379943e+03   3.796272e-02   1.891375e-01   4.507313e-01   -6.969682e+00   1.693618e+01   -2.878658e+01   -8.518983e-02   1.448092e-01   -3.519030e-01         -3.727568e+02   7.928624e-02   5.804314e-02   5.017979e-02   -5.552360e+00   3.876726e+00   -2.701452e+00   -6.333453e-02   4.599530e-02   -3.973218e-02
     56   9.555747e+00   9.094795e-02   1.856829e+00   -1.957345e-04   3.119709e-01         -8.631270e+02   1.844845e-04   1.844845e-04   1.844845e-04   1.857034e-15   -1.733232e-16   -4.654965e-15   -1.029194e-18   -6.729348e-19   -9.236360e-19         -8.715681e+02   1.844810e-04   1.622526e-01   1.844810e-04   1.866938e-14   -9.247108e+00   1.285067e-14   -1.988720e-16   -3.518613e-19   -1.368037e-16         -8.657720e+02   1.807130e-04   1.614675e-01   1.614675e-01   1.946172e-14   -9.267148e+00   -9.267148e+00   -2.064722e-16   -2.066130e-16   9.862105e-02         -8.609893e+02   1.607152e-01   1.607152e-01   1.607152e-01   -9.234753e+00   -9.234753e+00   -9.234753e+00   9.864188e-02   9.864188e-02   9.864188e-02         -4.148254e+02   8.708838e-11   8.708838e-11   8.708838e-11   -1.895139e-04   -1.895139e-04   -1.895139e-04   8.698118e-11   8.698118e-11   8.698118e-11         -1.468335e+03   4.523293e-02   2.233329e-01   5.327786e-01   -7.915678e+00   1.766475e+01   -2.711505e+01   -9.482122e-02   1.455437e-01   -3.248519e-01         -3.098199e+02   6.924778e-02   4.939335e-02   4.243946e-02   -2.408129e+00   3.244288e+00   -2.163860e+00   -2.607943e-02   1.716778e-02   -2.521060e-02
     57   9.757564e+00   9.462232e-02   1.820495e+00   -1.951440e-04   3.119576e-01         -7.889240e+02   1.781418e-04   1.781418e-04   1.781418e-04   2.916318e-15   8.453097e-16   -4.839398e-15   -7.967273e-19   -6.444118e-19   -6.287897e-19         -8.651669e+02   1.935958e-04   1.792589e-01   1.935958e-04   1.906173e-14   -1.347855e+01   1.358835e-14   -2.759488e-16   -2.069929e-19   -1.699685e-16         -9.424176e+02   2.080994e-04   1.958032e-01   1.958032e-01   2.009724e-14   -1.476457e+01   -1.476457e+01   -2.821977e-16   -2.894463e-16   2.294848e-01         -9.864770e+02   2.039351e-01   2.039351e-01   2.039351e-01   -1.553707e+01   -1.553707e+01   -1.553707e+01   2.444367e-01   2.444367e-01   2.444367e-01         -3.683536e+02   7.412663e-11   7.412663e-11   7.412663e-11   -1.646980e-04   -1.646980e-04   -1.646980e-04   7.400391e-11   7.400391e-11   7.400391e-11         -9.760460e+02   3.283509e-02   1.641343e-01   3.935366e-01   -5.605642e+00   1.335505e+01   -2.189774e+01   -7.637388e-02   1.252206e-01   -2.985119e-01         -1.635209e+02   3.834640e-02   2.770363e-02   2.288882e-02   -1.525321e+00   2.088344e+00   -1.750149e+00   -1.929072e-02   1.562604e-02   -2.320705e-02
     58   9.963409e+00   9.844517e-02   1.784901e+00   -1.945285e-04   3.119431e-01         -7.218846e+02   1.722059e-04   1.722059e-04   1.722059e-04   3.661413e-15   2.687441e-15   -2.633331e-15   -8.288482e-19   -7.005328e-19   -6.797249e-19         -8.888782e+02   2.099518e-04   2.062223e-01   2.099518e-04   2.088628e-14   -1.264350e+01   1.417670e-14   -2.820997e-16   7.421486e-19   -1.746754e-16         -1.100920e+03   2.564103e-04   2.561137e-01   2.561137e-01   2.240135e-14   -1.561842e+01   -1.561842e+01   -3.034070e-16   -3.060704e-16   2.206701e-01         -1.316131e+03   3.033235e-01   3.033235e-01   3.033235e-01   -1.879144e+01   -1.879144e+01   -1.879144e+01   2.672345e-01   2.672345e-01   2.672345e-01         -3.270877e+02   6.320712e-11   6.320712e-11   6.320712e-11   -1.432542e-04   -1.432542e-04   -1.432542e-04   6.307192e-11   6.307192e-11   6.307192e-11         -9.214693e+02   3.424744e-02   1.722459e-01   4.157060e-01   -5.675651e+00   1.434866e+01   -1.964219e+01   -8.791618e-02   1.205016e-01   -2.975493e-01         -6.517137e+01   1.603056e-02   1.168035e-02   9.393612e-03   -1.082766e+00   1.061008e+00   -1.397016e+00   -2.355957e-02   1.615164e-02   -1.864923e-02
     59   1.017336e+01   1.024225e-01   1.750031e+00   -1.938833e-04   3.119271e-01         -6.625566e+02   1.684585e-04   1.684585e-04   1.684585e-04   -1.379294e-14   -7.881680e-15   -1.502445e-14   -1.596391e-17   -1.527411e-17   1.773768e-18         -7.134063e+02   1.773091e-04   1.845765e-01   1.773091e-04   1.768760e-14   -1.186994e+01   1.112979e-14   -2.889270e-16   6.528450e-19   -1.795447e-16         -7.725561e+02   1.886221e-04   2.005800e-01   2.005800e-01   1.483972e-14   -1.285017e+01   -1.285017e+01   -2.542400e-16   -2.491158e-16   2.123620e-01         -8.119519e+02   2.075698e-01   2.075698e-01   2.075698e-01   -1.352545e+01   -1.352545e+01   -1.352545e+01   2.250788e-01   2.250788e-01   2.250788e-01         -2.904446e+02   5.398057e-11   5.398057e-11   5.398057e-11   -1.246950e-04   -1.246950e-04   -1.246950e-04   5.383575e-11   5.383575e-11   5.383575e-11         -9.052109e+02   3.750372e-02   1.908463e-01   4.580311e-01   -6.026406e+00   1.271140e+01   -2.038267e+01   -8.422731e-02   1.350618e-01   -2.858926e-01         -1.043868e+01   2.664297e-03   1.811890e-03   1.549558e-03   -9.425714e-01   6.892555e-01   -1.464799e-01   -2.376256e-02   1.191762e-02   -6.861122e-03
     60   1.038749e+01   1.065606e-01   1.715875e+00   -1.932067e-04   3.119094e-01         -6.824954e+02   2.692133e-04   2.692133e-04   2.692133e-04   -1.271803e-14   -6.937105e-15   -1.177206e-14   -1.575046e-17   -1.181285e-17   5.687668e-18         -7.379519e+02   3.147323e-04   2.183212e-01   3.147323e-04   2.007556e-14   -1.303573e+01   6.306459e-15   -4.396130e-16   -2.975088e-18   -2.240066e-16         -7.882749e+02   3.321645e-04   2.334851e-01   2.334851e-01   1.387421e-14   -1.394644e+01   -1.394644e+01   -8.330246e-17   -1.169034e-16   2.461921e-01         -7.118988e+02   2.032104e-01   2.032104e-01   2.032104e-01   -1.259576e+01   -1.259576e+01   -1.259576e+01   2.180399e-01   2.180399e-01   2.180399e-01         -2.579062e+02   4.622546e-11   4.622546e-11   4.622546e-11   -1.086815e-04   -1.086815e-04   -1.086815e-04   4.607287e-11   4.607287e-11   4.607287e-11         -8.070521e+02   3.788851e-02   1.900314e-01   4.599188e-01   -6.331116e+00   1.182227e+01   -1.884522e+01   -9.237617e-02   1.478139e-01   -2.722911e-01         -1.165514e+01   2.505199e-03   1.575734e-03   1.174950e-03   -3.705671e-01   8.945145e-02   -2.263967e-01   -2.839904e-03   7.187706e-03   -1.734647e-03
     61   1.060589e+01   1.108658e-01   1.682421e+00   -1.924906e-04   3.118897e-01         -6.997418e+02   3.667130e-04   3.667130e-04   3.667130e-04   -1.525029e-14   -8.073683e-15   -1.578854e-14   -1.600605e-17   -1.041170e-17   6.449040e-18         -8.112363e+02   4.773064e-04   2.724415e-01   4.773064e-04   2.736082e-14   -1.333437e+01   1.677532e-14   -4.811140e-16   1.087790e-18   -2.722583e-16         -9.059467e+02   5.297301e-04   3.045083e-01   3.045083e-01   3.678011e-15   -1.507162e+01   -1.507162e+01   1.243189e-18   -3.729566e-17   2.487568e-01         -9.203794e+02   2.907089e-01   2.907089e-01   2.907089e-01   -1.479940e+01   -1.479940e+01   -1.479940e+01   2.445846e-01   2.445846e-01   2.445846e-01         -2.290129e+02   3.959463e-11   3.959463e-11   3.959463e-11   -9.473318e-05   -9.473318e-05   -9.473318e-05   3.943739e-11   3.943739e-11   3.943739e-11         -6.570626e+02   3.452121e-02   1.729916e-01   4.165808e-01   -4.865480e+00   1.325990e+01   -1.721007e+01   -9.624300e-02   1.288316e-01   -3.535998e-01         -6.649577e+00   1.525926e-03   9.583090e-04   7.152907e-04   -1.128783e-01   6.804003e-02   -3.112158e-01   -1.153380e-03   5.275616e-03   -3.179293e-03
     62   1.082863e+01   1.153451e-01   1.649657e+00   -1.917311e-04   3.118678e-01         -7.152455e+02   4.662343e-04   4.662343e-04   4.662343e-04   -1.898781e-14   -1.064236e-14   -1.699716e-14   -1.186700e-17   -8.624275e-18   8.900251e-18         -7.284651e+02   5.400789e-04   2.822797e-01   5.400789e-04   2.924736e-14   -1.875092e+01   2.136129e-14   -7.164357e-16   -4.001663e-18   -3.333800e-16         -6.914416e+02   5.081324e-04   2.672677e-01   2.672677e-01   -1.033611e-14   -1.822804e+01   -1.822804e+01   1.103907e-16   8.058522e-17   4.759639e-01         -4.962637e+02   1.700713e-01   1.700713e-01   1.700713e-01   -1.008083e+01   -1.008083e+01   -1.008083e+01   2.077967e-01   2.077967e-01   2.077967e-01         -2.033563e+02   3.399373e-11   3.399373e-11   3.399373e-11   -8.266666e-05   -8.266666e-05   -8.266666e-05   3.383314e-11   3.383314e-11   3.383314e-11         -5.654025e+02   3.234377e-02   1.640242e-01   3.934053e-01   -3.994748e+00   9.020706e+00   -1.308517e+01   -6.345110e-02   9.231507e-02   -2.067488e-01         0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
     63   1.105579e+01   1.200054e-01   1.617571e+00   -1.909209e-04   3.118431e-01         -7.299602e+02   5.735175e-04   5.735175e-04   5.735175e-04   -1.979972e-14   -1.123945e-14   -1.666313e-14   -1.157895e-17   -1.102757e-17   1.170148e-17         -8.242148e+02   7.392800e-04   3.688095e-01   7.392800e-04   4.103705e-14   -1.481964e+01   2.600756e-14   -5.949989e-16   -9.924816e-18   -3.224953e-16         -8.992367e+02   7.737867e-04   4.006388e-01   4.006388e-01   -1.280774e-14   -1.614422e+01   -1.614422e+01   1.009636e-16   9.214151e-17   2.881546e-01         -2.910649e+02   1.059271e-01   1.059271e-01   1.059271e-01   -4.537106e+00   -4.537106e+00   -4.537106e+00   7.052353e-02   7.052353e-02   7.052353e-02         -1.805738e+02   2.924400e-11   2.924400e-11   2.924400e-11   -7.220620e-05   -7.220620e-05   -7.220620e-05   2.908149e-11   2.908149e-11   2.908149e-11         -3.756135e+02   2.307894e-02   1.166196e-01   2.817396e-01   -2.676180e+00   6.042886e+00   -1.266447e+01   -4.243588e-02   8.705447e-02   -2.229307e-01         0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
     64   1.128746e+01   1.248541e-01   1.586155e+00   -1.900484e-04   3.118150e-01         -7.448458e+02   6.951898e-04   6.951898e-04   6.951898e-04   -2.096991e-14   -1.215809e-14   -1.706594e-14   -1.387209e-17   -1.311048e-17   8.921657e-18         -7.549122e+02   8.026981e-04   3.961850e-01   8.026981e-04   2.197379e-14   -2.081473e+01   5.911730e-15   -5.988390e-16   -4.080026e-18   -2.872338e-16         -7.144253e+02   6.891991e-04   3.715209e-01   3.715209e-01   -6.023272e-15   -1.989782e+01   -1.989782e+01   1.262088e-16   1.088007e-16   5.513975e-01         -2.277571e+02   8.746931e-02   8.746931e-02   8.746931e-02   -4.221874e+00   -4.221874e+00   -4.221874e+00   9.643604e-02   9.643604e-02   9.643604e-02         -1.603435e+02   2.520234e-11   2.520234e-11   2.520234e-11   -6.312186e-05   -6.312186e-05   -6.312186e-05   2.503932e-11   2.503932e-11   2.503932e-11         -1.652142e+02   1.045165e-02   5.358611e-02   1.290483e-01   -1.165359e+00   3.848549e+00   -4.053632e+00   -2.453616e-02   2.869875e-02   -1.028152e-01         0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
     65   1.152372e+01   1.298988e-01   1.555398e+00   -1.891036e-04   3.117830e-01         -7.608801e+02   8.393603e-04   8.393603e-04   8.393603e-04   -2.703636e-14   -1.685013e-14   -2.141965e-14   -1.183481e-17   -1.304244e-17   8.791570e-18         -7.588922e+02   9.493638e-04   4.654563e-01   9.493638e-04   1.685013e-14   -1.649881e+01   -2.379961e-15   -3.725307e-16   9.274623e-18   -7.883430e-17         -7.349220e+02   8.241337e-04   4.459369e-01   4.459369e-01   1.056703e-14   -1.573085e+01   -1.573085e+01   -1.375736e-16   -1.514855e-16   3.351365e-01         -5.003387e+01   2.073680e-02   2.073680e-02   2.073680e-02   -1.594222e+00   -1.594222e+00   -1.594222e+00   3.869689e-02   3.869689e-02   3.869689e-02         -1.423794e+02   2.177524e-11   2.177524e-11   2.177524e-11   -5.524831e-05   -5.524831e-05   -5.524831e-05   2.161250e-11   2.161250e-11   2.161250e-11         -9.054788e+01   5.452681e-03   3.003140e-02   6.660094e-02   -5.622621e-01   1.487764e+00   -3.130356e+00   -8.904186e-03   2.342662e-02   -4.582320e-02         0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
     66   1.176465e+01   1.351474e-01   1.525292e+00   -1.880758e-04   3.117462e-01         -7.790859e+02   1.016629e-03   1.016629e-03   1.016629e-03   -3.209349e-14   -2.291232e-14   -2.624354e-14   -1.629938e-17   -1.415473e-17   4.975601e-18         -8.254074e+02   1.212201e-03   6.106384e-01   1.212201e-03   -1.104991e-14   -1.794037e+01   -3.119975e-14   1.111789e-16   1.080906e-17   5.325608e-16         -7.430772e+02   1.016683e-03   5.348136e-01   5.348136e-01   5.443706e-15   -1.630870e+01   -1.630870e+01   -7.960961e-17   -8.304106e-17   3.818268e-01         0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00         -1.264277e+02   1.886260e-11   1.886260e-11   1.886260e-11   -4.841623e-05   -4.841623e-05   -4.841623e-05   1.870086e-11   1.870086e-11   1.870086e-11         -7.285567e+01   4.180829e-03   2.366343e-02   5.606901e-02   -4.498286e-01   1.059377e+00   -2.208963e+00   -7.572168e-03   1.281343e-02   -3.475674e-02         0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
     67   1.201033e+01   1.406081e-01   1.495826e+00   -1.869448e-04   3.117032e-01         -8.005929e+02   1.241949e-03   1.241949e-03   1.241949e-03   -3.425591e-14   -2.877774e-14   -3.092740e-14   -1.927212e-17   -1.607280e-17   8.379183e-18         -8.153197e+02   1.408333e-03   7.421338e-01   1.408333e-03   -2.246744e-14   -2.545346e+01   -4.119030e-14   6.106140e-16   -1.980534e-18   1.308981e-15         -4.275148e+02   6.955426e-04   3.537881e-01   3.537881e-01   3.883261e-15   -1.750416e+01   -1.750416e+01   -8.897169e-17   -1.486924e-16   5.779677e-01         0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00         -1.122630e+02   1.638163e-11   1.638163e-11   1.638163e-11   -4.248107e-05   -4.248107e-05   -4.248107e-05   1.622150e-11   1.622150e-11   1.622150e-11         -2.333563e+01   1.014077e-03   7.213137e-03   1.896237e-02   -2.354931e-01   3.204398e-01   -3.354963e-01   -3.221792e-03   3.372840e-03   -4.589012e-03         0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
     68   1.226085e+01   1.462897e-01   1.466995e+00   -1.856837e-04   3.116523e-01         -8.266896e+02   1.536621e-03   1.536621e-03   1.536621e-03   -3.929740e-14   -3.704845e-14   -3.598316e-14   -2.103584e-17   -1.670692e-17   9.672426e-18         -8.928233e+02   1.817461e-03   1.015830e+00   1.817461e-03   -3.906067e-14   -3.572494e+01   -5.693388e-14   2.396056e-15   -8.860754e-18   3.121150e-15         -3.406326e+02   6.184223e-04   3.093775e-01   3.093775e-01   7.101939e-16   -8.919500e+00   -8.919500e+00   -2.489128e-17   -3.787803e-17   2.862036e-01         0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00         -9.968507e+01   1.425412e-11   1.425412e-11   1.425412e-11   -3.730690e-05   -3.730690e-05   -3.730690e-05   1.409632e-11   1.409632e-11   1.409632e-11         -3.652406e+00   1.758858e-04   1.237623e-03   3.282475e-03   -5.934149e-02   9.880469e-02   -1.088678e-01   -1.599588e-03   1.762335e-03   -2.934021e-03         0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
     69   1.251630e+01   1.522009e-01   1.438790e+00   -1.842696e-04   3.115913e-01         -8.588933e+02   1.931904e-03   1.931904e-03   1.931904e-03   -4.646961e-14   -4.697472e-14   -4.485328e-14   -2.432448e-17   -2.084097e-17   4.744775e-18         -9.315966e+02   2.230273e-03   1.375955e+00   2.230273e-03   -8.920145e-14   -3.194726e+01   -1.025362e-13   3.007827e-15   1.681692e-18   3.474857e-15         -3.792900e+01   7.919448e-05   3.855088e-02   3.855088e-02   -2.872782e-16   -1.375158e+00   -1.375158e+00   1.201209e-19   2.402418e-19   4.954005e-02         0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00         -8.851613e+01   1.246878e-11   1.246878e-11   1.246878e-11   -3.284724e-05   -3.284724e-05   -3.284724e-05   1.231280e-11   1.231280e-11   1.231280e-11         -4.910166e+00   2.919526e-04   1.290631e-03   2.717047e-03   -7.232492e-02   1.603831e-01   -6.783405e-02   -2.355232e-03   9.962099e-04   -2.209268e-03         0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
     70   1.277676e+01   1.583512e-01   1.411205e+00   -1.826393e-04   3.115159e-01         -8.990806e+02   2.476021e-03   2.476021e-03   2.476021e-03   -5.629995e-14   -5.466182e-14   -5.414452e-14   -2.751858e-17   -2.197220e-17   1.023947e-17         -9.554743e+02   2.657273e-03   1.855198e+00   2.657273e-03   -1.013054e-13   -4.384740e+01   -1.145829e-13   3.792017e-15   1.322598e-17   4.140159e-15         0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00         0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00         -7.859839e+01   1.093871e-11   1.093871e-11   1.093871e-11   -2.896084e-05   -2.896084e-05   -2.896084e-05   1.078501e-11   1.078501e-11   1.078501e-11         -2.310574e+01   1.247643e-03   5.862084e-03   1.355587e-02   -1.635155e-01   2.892085e-01   -9.029961e-01   -2.298054e-03   4.623899e-03   -9.358283e-03         0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
     71   1.304230e+01   1.647502e-01   1.384234e+00   -1.807274e-04   3.114212e-01         -9.497073e+02   3.245663e-03   3.245663e-03   3.245663e-03   -9.242002e-14   -8.211842e-14   -8.182409e-14   -5.853032e-17   -4.034614e-17   -2.273022e-18         -9.461023e+02   2.949473e-03   2.478200e+00   2.949473e-03   -5.283246e-14   -4.681113e+01   -6.283972e-14   2.751872e-15   3.030696e-18   2.933714e-15         0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00         0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00         -6.979167e+01   9.644321e-12   9.644321e-12   9.644321e-12   -2.559603e-05   -2.559603e-05   -2.559603e-05   9.492602e-12   9.492602e-12   9.492602e-12         -4.771807e+01   2.443768e-03   1.199240e-02   3.016080e-02   -2.031386e-01   4.284038e-01   -1.187657e+00   -1.878739e-03   5.810958e-03   -1.097236e-02         0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
     72   1.331303e+01   1.714080e-01   1.357872e+00   -1.784171e-04   3.112978e-01         -1.299886e+03   9.114823e-03   9.114823e-03   9.114823e-03   -3.044516e-13   -2.738055e-13   -2.622504e-13   -3.007283e-16   -2.758358e-16   -1.681926e-17         -3.931054e+02   1.503066e-03   1.348549e+00   1.503066e-03   -4.031723e-14   -3.135774e+01   -4.508998e-14   1.733056e-15   4.171176e-17   1.776114e-15         0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00         0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00         -6.197153e+01   8.551070e-12   8.551070e-12   8.551070e-12   -2.268419e-05   -2.268419e-05   -2.268419e-05   8.400961e-12   8.400961e-12   8.400961e-12         -3.031815e+01   1.516217e-03   7.830637e-03   2.068579e-02   -1.230455e-01   3.991770e-01   -4.313349e-01   -1.615108e-03   1.745075e-03   -5.660771e-03         0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
