# power spectrum of B
# redshift z=1.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  5.159117e-01   2.585963e-13   1.817627e-04   1.075545e-14   312
  5.168569e-01   2.045574e-13   2.618753e-04   7.044387e-15   576
  5.181545e-01   2.793464e-13   1.822405e-04   1.249923e-14   240
  5.189109e-01   1.882429e-13   1.841453e-04   1.020866e-14   552
  5.199816e-01   2.272842e-13   1.729082e-04   7.307407e-15   600
  5.215067e-01   3.213041e-13   2.111937e-04   1.822568e-14   600
  5.224237e-01   2.811803e-13   3.382099e-04   1.575348e-14   312
  5.233368e-01   2.768905e-13   2.945474e-04   1.311411e-14   480
  5.244775e-01   1.690550e-13   1.837693e-04   7.260331e-15   576
  5.254818e-01   1.114371e-13   2.959085e-04   4.685273e-15   408
  5.263729e-01   2.525267e-13   3.451909e-04   2.037094e-14   216
  5.275243e-01   1.559829e-13   2.643774e-04   5.217932e-15   516
  5.287578e-01   1.873719e-13   2.522429e-04   6.834278e-15   744
  5.300304e-01   1.964844e-13   1.684760e-04   7.564754e-15   462
  5.307494e-01   1.700727e-13   1.712315e-04   6.720395e-15   432
  5.318647e-01   1.847515e-13   1.588547e-04   7.595809e-15   648
  5.331761e-01   1.550570e-13   2.324340e-04   6.604672e-15   528
  5.342295e-01   2.421488e-13   2.799086e-04   9.305752e-15   600
  5.352820e-01   2.898338e-13   3.528915e-04   1.455332e-14   240
  5.363014e-01   1.955385e-13   2.703115e-04   6.001054e-15   720
