# power spectrum of B
# redshift z=0.000000
# k              Pk             sigma(k)       sigma(Pk)      count
  2.436634e-01   5.600869e-14   0.000000e+00   5.883718e-16   96
  2.444532e-01   1.065992e-14   0.000000e+00   7.813177e-17   96
  2.460253e-01   2.944947e-14   4.588368e-09   1.279692e-15   72
  2.468075e-01   2.348963e-14   3.973643e-09   1.429605e-17   96
  2.483647e-01   7.547471e-15   0.000000e+00   0.000000e+00   24
  2.491396e-01   2.566458e-14   0.000000e+00   1.207362e-15   192
  2.500522e-01   2.960124e-14   2.970416e-04   1.391292e-15   132
  2.514501e-01   3.413285e-14   0.000000e+00   2.924116e-15   96
  2.522156e-01   3.633436e-14   0.000000e+00   1.979684e-15   96
  2.529787e-01   5.169759e-14   3.178914e-09   3.410050e-15   120
  2.544981e-01   3.069950e-14   0.000000e+00   0.000000e+00   48
  2.557435e-01   3.629453e-14   3.599905e-04   2.984012e-15   222
  2.567603e-01   3.098524e-14   0.000000e+00   6.963877e-16   120
  2.575100e-01   7.492718e-15   4.866699e-09   0.000000e+00   24
  2.586015e-01   3.047217e-14   3.715625e-04   1.112588e-15   312
  2.609797e-01   1.613288e-14   3.483547e-04   2.377037e-15   72
  2.619630e-01   3.347969e-14   2.809790e-09   1.413716e-15   96
  2.629726e-01   3.169092e-14   3.547511e-04   2.825892e-15   192
  2.641613e-01   1.017711e-14   4.495664e-09   1.067248e-15   120
  2.648900e-01   3.813831e-14   0.000000e+00   2.701493e-15   144
  2.663415e-01   3.578366e-14   0.000000e+00   0.000000e+00   48
  2.673732e-01   4.986018e-14   3.567146e-04   1.227322e-15   336
  2.685040e-01   2.435042e-14   0.000000e+00   1.084497e-15   48
  2.699360e-01   1.009234e-14   0.000000e+00   1.356241e-15   192
  2.706492e-01   3.289444e-14   0.000000e+00   3.102565e-23   48
  2.726764e-01   7.317688e-15   2.476067e-04   1.437226e-15   56
  2.736844e-01   4.492020e-14   3.180112e-04   4.804320e-16   336
  2.748894e-01   1.610124e-14   3.532127e-09   5.721295e-16   54
  2.759390e-01   2.325919e-14   3.492904e-04   7.981746e-16   240
  2.781181e-01   2.595315e-14   3.344484e-04   1.145188e-15   228
  2.790651e-01   1.131284e-13   3.746387e-09   2.789768e-15   72
  2.799844e-01   4.662558e-14   3.244231e-04   1.945675e-15   144
  2.811298e-01   2.149791e-14   0.000000e+00   2.595906e-15   96
  2.818146e-01   2.162491e-14   4.495664e-09   6.055908e-16   240
  2.831793e-01   8.538453e-14   3.973643e-09   8.775380e-23   24
  2.840530e-01   1.845380e-14   3.064151e-04   7.121150e-16   336
  2.852142e-01   1.619452e-14   0.000000e+00   1.168699e-15   72
  2.862741e-01   2.872547e-14   3.332831e-04   1.637661e-15   168
  2.872346e-01   1.156566e-14   0.000000e+00   4.618598e-15   72
  2.885737e-01   3.186628e-14   0.000000e+00   1.318764e-15   96
  2.896108e-01   2.235490e-14   3.307829e-04   1.383153e-15   216
  2.905708e-01   2.546839e-14   3.973643e-09   4.944269e-15   96
  2.918946e-01   2.912154e-14   0.000000e+00   1.607480e-15   192
  2.925542e-01   2.217768e-14   3.746387e-09   5.901160e-16   144
  2.938691e-01   7.597658e-15   0.000000e+00   3.065992e-24   48
  2.947794e-01   1.426173e-14   3.189136e-04   2.000660e-15   246
  2.960164e-01   1.962059e-14   2.940434e-04   1.724186e-15   168
  2.971308e-01   1.442645e-14   5.506041e-09   3.482415e-16   120
  2.977788e-01   2.851556e-14   0.000000e+00   7.734394e-16   240
  2.990707e-01   1.398934e-14   3.973643e-09   0.000000e+00   24
  3.001001e-01   2.433831e-14   3.147475e-04   5.827249e-16   360
  3.013820e-01   2.376469e-14   3.134082e-04   1.925967e-15   120
  3.022763e-01   1.125069e-14   0.000000e+00   1.600530e-15   144
  3.029133e-01   1.474058e-14   0.000000e+00   1.061896e-17   96
  3.048165e-01   3.736657e-14   0.000000e+00   5.599337e-15   144
  3.054482e-01   1.338811e-14   0.000000e+00   7.820562e-16   132
  3.063360e-01   3.974740e-14   3.093292e-04   2.404407e-15   176
  3.076248e-01   2.829822e-14   3.123602e-04   1.664750e-15   312
  3.092116e-01   3.476334e-14   0.000000e+00   2.322490e-15   96
  3.098343e-01   1.347958e-14   0.000000e+00   2.023952e-15   144
  3.107899e-01   2.188519e-14   3.092271e-04   1.437325e-15   312
  3.123131e-01   9.929391e-15   0.000000e+00   0.000000e+00   48
  3.129297e-01   2.634139e-14   3.973643e-09   3.579667e-16   192
  3.141593e-01   2.245856e-35   0.000000e+00   2.147747e-36   6
  3.149762e-01   3.294211e-14   2.884066e-04   1.137591e-15   288
  3.162994e-01   4.378320e-14   3.047203e-04   2.317869e-15   192
  3.172124e-01   4.383088e-14   9.345130e-09   9.673570e-16   216
  3.178195e-01   2.021112e-14   0.000000e+00   6.207293e-17   72
  3.193321e-01   2.727806e-14   3.018264e-04   2.172985e-15   192
  3.203366e-01   1.690899e-14   2.241224e-04   1.551846e-15   288
  3.214381e-01   8.511879e-15   0.000000e+00   0.000000e+00   24
  3.222890e-01   2.124588e-14   2.952626e-04   5.589617e-16   456
  3.238280e-01   6.741686e-14   5.619580e-09   2.712798e-16   48
  3.247789e-01   1.320894e-14   2.908218e-04   3.974645e-16   240
  3.258718e-01   1.551627e-14   2.939082e-04   1.133837e-15   216
  3.267908e-01   4.093252e-14   0.000000e+00   3.289180e-15   72
  3.273801e-01   1.888444e-14   1.015467e-08   2.498086e-15   168
  3.290441e-01   1.665017e-14   2.184577e-04   7.931824e-16   288
  3.299773e-01   1.822059e-14   2.890570e-04   5.400598e-16   168
  3.314762e-01   3.485660e-14   0.000000e+00   2.556631e-15   192
  3.320572e-01   1.600080e-14   3.746387e-09   2.261205e-15   144
  3.332162e-01   3.435510e-15   0.000000e+00   6.022142e-16   36
  3.341991e-01   2.881811e-14   2.639705e-04   5.501382e-16   342
  3.351389e-01   2.159226e-14   2.710657e-04   1.398889e-15   144
  3.363470e-01   2.647565e-14   2.842800e-04   1.263415e-15   384
  3.378125e-01   1.882227e-14   7.786718e-09   1.329417e-15   120
  3.385379e-01   2.934152e-14   2.534951e-04   2.501075e-15   264
  3.395201e-01   3.234036e-14   1.256576e-08   1.948121e-15   192
  3.404451e-01   2.089125e-14   2.731894e-04   1.062003e-15   152
  3.412191e-01   1.320208e-14   7.492773e-09   6.864973e-16   144
  3.428472e-01   4.088531e-14   1.768108e-04   2.860834e-15   216
  3.436008e-01   8.359946e-15   2.362665e-04   3.293303e-16   312
  3.449274e-01   1.979567e-14   2.738281e-04   6.203101e-16   240
  3.457090e-01   3.526571e-14   3.973643e-09   1.635321e-16   96
  3.471927e-01   1.589512e-14   2.617995e-04   1.392047e-15   144
  3.481071e-01   3.538666e-14   2.573258e-04   1.008190e-15   456
  3.495904e-01   2.322318e-14   0.000000e+00   1.585689e-15   120
  3.501414e-01   2.348921e-14   0.000000e+00   6.316442e-16   144
  3.512407e-01   5.932260e-15   0.000000e+00   0.000000e+00   24
  3.519456e-01   7.800058e-15   2.473498e-04   3.247953e-16   336
  3.531645e-01   1.314926e-14   2.727931e-04   6.683766e-16   198
  3.543067e-01   2.141615e-14   2.652756e-04   8.938571e-16   432
  3.556041e-01   1.028013e-14   0.000000e+00   2.465104e-15   48
  3.562810e-01   2.778425e-14   2.341925e-04   6.883484e-16   384
  3.574963e-01   1.940389e-14   2.696052e-04   3.048389e-16   144
  3.585975e-01   2.102747e-14   2.676825e-04   1.122349e-15   264
  3.599147e-01   1.490236e-14   0.000000e+00   0.000000e+00   48
  3.607984e-01   2.157897e-14   2.545223e-04   4.866048e-16   276
  3.616510e-01   9.254047e-15   2.307176e-04   5.231078e-16   192
  3.627906e-01   1.392810e-14   2.592759e-04   3.700721e-16   552
  3.641741e-01   1.545937e-14   8.991328e-09   9.356094e-16   120
  3.649965e-01   1.725317e-14   2.624511e-04   4.878823e-16   216
  3.657587e-01   2.601854e-14   4.495664e-09   2.474506e-15   120
  3.671201e-01   2.204211e-14   2.584500e-04   5.630791e-16   408
  3.683844e-01   3.555472e-14   5.619580e-09   0.000000e+00   24
  3.691684e-01   2.480875e-14   2.610810e-04   8.818103e-16   384
  3.702633e-01   2.709736e-14   2.550855e-04   1.703652e-15   240
  3.712141e-01   2.966473e-14   2.569535e-04   5.651772e-16   168
  3.725471e-01   9.356755e-15   6.357829e-09   2.200906e-15   120
  3.734064e-01   2.148646e-14   2.678605e-04   6.020677e-16   350
  3.748037e-01   2.134799e-14   4.409502e-04   5.119401e-16   384
  3.756388e-01   1.582970e-14   0.000000e+00   3.275453e-16   144
  3.771752e-01   1.596608e-14   1.059638e-08   1.104915e-15   288
  3.779773e-01   2.636970e-14   2.524053e-04   6.276711e-16   336
  3.790686e-01   6.000593e-15   2.297941e-04   4.233372e-16   168
  3.797219e-01   2.220256e-14   4.541306e-09   4.116441e-16   336
  3.810732e-01   1.335113e-14   2.385126e-04   1.195112e-15   288
  3.818848e-01   1.947815e-14   2.247398e-04   2.870664e-15   264
  3.832590e-01   1.168860e-14   0.000000e+00   4.019170e-16   240
  3.837616e-01   1.807470e-14   7.947286e-09   1.656298e-15   96
  3.855656e-01   1.257512e-14   3.056310e-04   5.759665e-16   360
  3.864075e-01   1.280111e-14   2.253025e-04   1.354061e-15   168
  3.874713e-01   1.175438e-14   2.456032e-04   3.240369e-16   456
  3.887523e-01   3.261051e-14   7.064254e-09   2.029826e-15   108
  3.894728e-01   2.230372e-14   2.464311e-04   5.636958e-16   264
  3.903716e-01   2.294773e-14   2.198567e-04   1.329258e-15   264
  3.916025e-01   1.440861e-14   2.074668e-04   1.041254e-15   312
  3.931351e-01   9.244101e-15   1.541705e-04   5.172371e-16   270
  3.937775e-01   2.023978e-14   1.957388e-04   1.752045e-15   240
  3.949323e-01   6.633327e-15   2.421536e-04   8.403956e-16   384
  3.956334e-01   1.771723e-14   0.000000e+00   1.055070e-15   192
  3.969952e-01   6.683490e-15   1.942960e-04   2.288779e-16   240
  3.977852e-01   1.457792e-14   2.397927e-04   3.671149e-16   336
  3.992708e-01   2.485423e-14   2.413972e-04   5.639250e-16   480
  4.004761e-01   1.300008e-14   0.000000e+00   1.556178e-18   72
  4.011493e-01   1.465110e-14   2.353842e-04   9.154365e-16   240
  4.020650e-01   1.588687e-14   2.212289e-04   4.326430e-16   312
  4.031147e-01   1.895817e-14   2.390954e-04   1.435969e-15   240
  4.047009e-01   2.806053e-14   1.816506e-04   4.860717e-16   408
  4.053288e-01   2.167233e-14   1.663482e-04   7.930857e-16   336
  4.065560e-01   1.194714e-14   2.112212e-04   9.033111e-16   264
  4.071591e-01   4.484494e-15   0.000000e+00   3.158402e-16   144
  4.088370e-01   1.474758e-14   2.927651e-04   6.561880e-16   464
  4.097211e-01   2.286140e-14   2.328083e-04   1.510795e-16   168
  4.105939e-01   1.288027e-14   2.120376e-04   1.841972e-15   336
  4.121713e-01   1.633889e-14   2.227870e-04   3.390842e-16   414
  4.130606e-01   1.143562e-14   2.319080e-04   1.125447e-15   216
  4.141998e-01   2.256013e-14   5.619580e-09   8.096936e-16   96
  4.146649e-01   1.660697e-14   1.685874e-08   6.355802e-16   384
  4.162944e-01   1.355730e-14   2.314600e-04   4.981715e-16   492
  4.171676e-01   2.576569e-14   2.263480e-04   7.586191e-16   240
  4.181546e-01   1.255264e-14   2.298225e-04   6.151627e-16   312
  4.195176e-01   1.488936e-14   2.297469e-04   3.848314e-16   192
  4.203810e-01   1.298544e-14   2.226525e-04   4.492722e-16   504
  4.215265e-01   1.629410e-14   1.473998e-04   2.932404e-16   408
  4.224284e-01   1.564755e-14   4.515774e-04   4.909317e-16   168
  4.235571e-01   1.845288e-14   2.145032e-04   1.726600e-15   288
  4.245041e-01   1.508824e-14   2.238525e-04   4.807271e-16   288
  4.254743e-01   1.136294e-14   2.251410e-04   5.690532e-16   432
  4.268815e-01   1.940543e-14   2.129084e-04   1.548928e-15   216
  4.276334e-01   2.493123e-14   2.124592e-04   1.111843e-15   360
  4.289721e-01   1.758732e-14   2.073582e-04   2.888535e-16   312
  4.301803e-01   1.175643e-14   0.000000e+00   0.000000e+00   48
  4.308767e-01   1.332899e-14   2.223178e-04   6.998187e-16   432
  4.321240e-01   1.615543e-14   3.708284e-04   5.782924e-16   414
  4.328606e-01   5.680754e-15   1.956255e-08   3.574999e-16   312
  4.342347e-01   1.063978e-14   3.253813e-04   3.667120e-16   528
  4.351620e-01   1.762202e-14   1.707976e-04   1.285826e-15   264
  4.362761e-01   1.364558e-14   2.025191e-04   4.461021e-16   480
  4.377318e-01   1.108458e-14   0.000000e+00   9.785218e-16   288
  4.383604e-01   1.375858e-14   2.176005e-04   1.052112e-15   168
  4.395105e-01   1.367120e-14   3.444610e-04   8.334293e-16   504
  4.408036e-01   7.921429e-15   7.492773e-09   6.084898e-16   144
  4.416171e-01   1.136015e-14   2.212265e-04   5.781226e-16   464
  4.428396e-01   1.523397e-14   3.246624e-04   2.548421e-16   432
  4.434197e-01   8.366545e-15   5.619580e-09   7.434691e-16   192
  4.449189e-01   1.442683e-14   2.406833e-04   3.965166e-16   396
  4.458042e-01   1.816874e-14   2.162000e-04   6.024714e-16   288
  4.466990e-01   2.021756e-14   2.135686e-04   6.461734e-16   336
  4.481283e-01   1.270248e-14   1.352359e-04   5.376298e-16   432
  4.490354e-01   1.212811e-14   3.505126e-04   3.337176e-16   360
  4.500539e-01   1.782848e-14   2.073334e-04   6.967014e-16   384
  4.515004e-01   1.024553e-14   1.830116e-04   5.820340e-16   198
  4.521974e-01   1.710334e-14   2.080246e-04   4.033828e-16   552
  4.534970e-01   1.454530e-14   2.912202e-04   5.606247e-16   432
  4.545821e-01   3.245536e-15   0.000000e+00   8.827531e-17   168
  4.554927e-01   9.352469e-15   3.610065e-04   5.482502e-16   480
  4.566974e-01   1.006500e-14   0.000000e+00   1.784638e-15   120
  4.572396e-01   2.090090e-14   2.948545e-04   6.130413e-16   336
  4.585628e-01   1.442343e-14   2.080152e-04   5.976339e-16   672
  4.598711e-01   1.686611e-14   3.025866e-04   2.433959e-16   528
  4.604805e-01   1.436756e-14   9.082613e-09   1.117820e-15   168
  4.618883e-01   1.891403e-14   3.375333e-04   3.544551e-16   456
  4.627474e-01   6.970399e-15   2.061344e-04   6.340868e-16   168
  4.636392e-01   1.612527e-14   2.057643e-04   4.240793e-16   504
  4.651216e-01   1.089411e-14   2.647872e-04   7.662841e-16   336
  4.660180e-01   1.614239e-14   1.908802e-04   3.984591e-16   312
  4.670124e-01   1.304189e-14   1.865029e-04   4.247247e-16   504
  4.683210e-01   1.230011e-14   1.294009e-04   6.909686e-16   432
  4.689362e-01   8.574585e-15   1.999672e-04   6.668932e-16   312
  4.702151e-01   1.786355e-14   2.049761e-04   6.445603e-16   384
  4.715504e-01   6.946191e-15   1.741510e-04   5.015698e-16   126
  4.723748e-01   1.420483e-14   3.057676e-04   5.297547e-16   492
  4.734278e-01   1.544319e-14   1.958445e-04   1.626833e-16   528
  4.747438e-01   1.015978e-14   1.989360e-04   4.559383e-16   480
  4.755596e-01   1.170152e-14   2.748289e-04   3.730665e-16   432
  4.767402e-01   1.076493e-14   2.161166e-04   6.344902e-16   440
  4.781114e-01   1.081549e-14   1.074739e-04   4.188016e-16   312
  4.786259e-01   1.717857e-14   1.610586e-04   3.136062e-16   480
  4.796813e-01   1.051130e-14   3.153497e-04   5.143225e-16   408
  4.812233e-01   1.680938e-14   1.888588e-04   3.620551e-16   360
  4.818747e-01   1.341537e-14   1.822418e-04   6.677853e-16   408
  4.830820e-01   8.054353e-15   1.854542e-04   4.713098e-16   456
  4.844414e-01   2.401083e-14   1.772485e-04   4.164947e-16   264
  4.851959e-01   1.376203e-14   1.923591e-04   6.954960e-16   384
  4.862943e-01   9.106123e-15   3.238501e-04   3.288275e-16   672
  4.875640e-01   1.583721e-14   1.937042e-04   2.175999e-16   240
  4.882967e-01   1.273356e-14   1.965613e-04   3.109302e-16   264
  4.893308e-01   1.744053e-14   2.424259e-04   4.707790e-16   624
  4.908739e-01   1.123118e-14   0.000000e+00   1.232068e-15   150
  4.914232e-01   1.523473e-14   2.716574e-04   3.941836e-16   600
  4.925819e-01   1.208088e-14   1.874909e-04   4.649966e-16   672
  4.938939e-01   5.661039e-15   1.763484e-04   4.790307e-16   336
  4.946248e-01   1.672610e-14   1.918157e-04   3.863999e-16   408
  4.957926e-01   2.418219e-14   1.913639e-04   4.163079e-16   408
  4.970915e-01   7.477185e-15   9.676385e-05   4.406266e-16   360
  4.978921e-01   1.065731e-14   3.552857e-04   4.799063e-16   456
  4.988592e-01   1.419397e-14   1.932065e-04   1.439161e-16   384
  5.000902e-01   2.144597e-14   1.783541e-04   7.713036e-16   348
  5.007554e-01   8.511578e-15   2.198754e-04   2.728692e-16   576
  5.020050e-01   1.180746e-14   1.810385e-04   4.675149e-16   504
  5.032833e-01   9.713264e-15   2.553443e-04   4.374347e-16   432
  5.043991e-01   8.859033e-15   3.473946e-04   2.704946e-16   576
  5.051948e-01   1.349514e-14   0.000000e+00   2.243900e-16   264
  5.064571e-01   9.877645e-15   2.764393e-04   2.545642e-16   768
  5.075549e-01   7.203983e-15   3.721752e-04   8.196543e-16   240
  5.084277e-01   1.042708e-14   3.282233e-04   1.597061e-15   192
  5.096990e-01   9.585195e-15   2.416124e-04   3.022218e-16   504
  5.106418e-01   1.259953e-14   3.255818e-04   4.250284e-16   590
  5.115460e-01   1.803891e-14   3.647966e-04   7.725767e-16   384
  5.126798e-01   1.156326e-14   3.048625e-04   1.249261e-16   504
  5.140486e-01   1.919648e-14   2.933830e-04   5.546748e-16   648
  5.153764e-01   1.110477e-14   7.967896e-05   3.108101e-16   504
  5.159117e-01   1.586805e-14   1.817627e-04   4.857513e-16   312
  5.168569e-01   1.635817e-14   2.618753e-04   3.393973e-16   576
  5.181545e-01   8.703766e-15   1.822405e-04   5.019713e-16   240
  5.189109e-01   9.027445e-15   1.841453e-04   6.378335e-16   552
  5.199816e-01   1.729217e-14   1.729082e-04   3.982148e-16   600
  5.215067e-01   1.578489e-14   2.111937e-04   6.291600e-16   600
  5.224237e-01   9.159404e-15   3.382099e-04   5.036252e-16   312
  5.233368e-01   1.301647e-14   2.945474e-04   3.498334e-16   480
  5.244775e-01   1.942438e-14   1.837693e-04   5.697390e-16   576
  5.254818e-01   1.285319e-14   2.959085e-04   3.174965e-16   408
  5.263729e-01   9.388223e-15   3.451909e-04   3.415542e-16   216
  5.275243e-01   1.233203e-14   2.643774e-04   5.101574e-16   516
  5.287578e-01   1.687227e-14   2.522429e-04   5.152795e-16   744
  5.300304e-01   4.713060e-15   1.684760e-04   1.027067e-16   462
  5.307494e-01   9.785977e-15   1.712315e-04   2.352223e-16   432
  5.318647e-01   1.088535e-14   1.588547e-04   4.417574e-16   648
  5.331761e-01   1.980018e-14   2.324340e-04   1.173157e-15   528
  5.342295e-01   1.033540e-14   2.799086e-04   5.140417e-16   600
  5.352820e-01   1.661578e-14   3.528915e-04   1.682064e-15   240
  5.363014e-01   1.112701e-14   2.703115e-04   5.439381e-16   720
  5.374863e-01   1.255564e-14   2.138653e-04   4.787904e-16   720
  5.387997e-01   1.248048e-14   0.000000e+00   6.744410e-16   144
  5.394909e-01   1.240812e-14   2.757364e-04   3.861105e-16   720
