 0.000000  0.000000  0.000000  1.002251e+00  -7.615201e-04  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  3.804658e-05  3.804658e-05  4.366078e-05  1.080909e-02  3.065702e-02  1.010800e-02  9.739925e-03  4.111884e-05  0.000000e+00  0.000000e+00  2.220446e-16  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 -0.001363  -0.003543  0.006814  1.019167e+00  -7.611542e-04  7.735885e-03  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  -2.623076e-05  -2.623076e-05  2.401199e-05  5.274191e-03  2.018767e-02  7.948612e-03  6.964871e-03  -1.401530e-03  1.119549e-12  1.003420e-12  1.161293e-13  3.414715e-13  0.000000e+00  0.000000e+00  0.000000e+00
 -0.002726  -0.007087  0.013629  1.036450e+00  -7.604047e-04  1.534222e-02  4.662364e-10  -1.328489e-09  -1.064183e-07  3.032271e-07  -4.920324e-05  -4.920324e-05  6.133476e-05  5.757197e-03  1.861794e-02  6.835063e-03  6.025679e-03  -1.084450e-03  1.252776e-12  1.081579e-12  1.716405e-13  4.071996e-13  0.000000e+00  0.000000e+00  0.000000e+00
 -0.004089  -0.010630  0.020443  1.054090e+00  -7.592521e-04  2.281993e-02  2.000650e-09  -5.440241e-09  -2.708113e-07  7.502506e-07  -4.065758e-20  -6.560726e-05  1.310961e-04  8.460409e-03  2.315015e-02  8.749824e-03  5.939918e-03  1.625983e-04  1.607825e-12  1.242340e-12  3.661516e-13  5.840274e-13  0.000000e+00  0.000000e+00  0.000000e+00
 -0.005451  -0.014174  0.027258  1.072088e+00  -7.575761e-04  3.017005e-02  1.398638e-08  -4.053132e-09  -8.571669e-07  9.201714e-07  -6.098637e-20  -9.246218e-05  1.933999e-04  6.136737e-03  1.879535e-02  5.594156e-03  7.064452e-03  -1.609085e-03  1.768807e-12  1.268097e-12  5.011547e-13  6.431551e-13  0.000000e+00  0.000000e+00  0.000000e+00
 -0.006814  -0.017717  0.034072  1.090457e+00  -7.555168e-04  3.739350e-02  2.836893e-09  -2.845727e-08  -9.291132e-07  1.641876e-06  -6.776264e-20  -1.104422e-04  2.396995e-04  7.839093e-03  2.129533e-02  7.128554e-03  6.327679e-03  -1.616820e-04  2.122302e-12  1.353584e-12  7.693846e-13  7.944364e-13  0.000000e+00  0.000000e+00  0.000000e+00
 -0.008177  -0.021261  0.040886  1.109212e+00  -7.529445e-04  4.449110e-02  1.232641e-08  -3.228902e-08  -1.138380e-06  2.190051e-06  -5.382824e-05  -1.514798e-04  2.845895e-04  6.091289e-03  1.737185e-02  6.119664e-03  5.160895e-03  -1.691659e-04  2.677414e-12  1.526113e-12  1.151745e-12  1.051257e-12  0.000000e+00  0.000000e+00  0.000000e+00
 -0.009540  -0.024805  0.047701  1.128369e+00  -7.499822e-04  5.146360e-02  2.868573e-08  -3.806220e-08  -1.487061e-06  2.652704e-06  -5.346199e-05  -1.798456e-04  3.277397e-04  8.285972e-03  2.652240e-02  1.029106e-02  7.945367e-03  -2.055595e-03  2.682299e-12  1.526779e-12  1.155964e-12  1.049419e-12  0.000000e+00  0.000000e+00  0.000000e+00
 -0.010903  -0.028348  0.054516  1.147945e+00  -7.464945e-04  5.831168e-02  8.316377e-08  -1.335434e-07  -2.246335e-06  3.871937e-06  -7.040012e-05  -2.099340e-04  3.855792e-04  6.105643e-03  2.201901e-02  9.315734e-03  6.597631e-03  -1.341701e-03  2.738476e-12  1.530776e-12  1.208367e-12  1.035565e-12  0.000000e+00  0.000000e+00  0.000000e+00
 -0.012266  -0.031892  0.061330  1.167949e+00  -7.426188e-04  6.503612e-02  1.656179e-07  -2.149455e-07  -3.423546e-06  5.399768e-06  -6.891162e-05  -2.389687e-04  4.284313e-04  9.702282e-03  2.602243e-02  8.010142e-03  8.310008e-03  -1.795336e-03  2.768674e-12  1.538325e-12  1.231237e-12  1.022438e-12  0.000000e+00  0.000000e+00  0.000000e+00
