 0.000000  0.000000  0.000000  1.002251e+00  -7.615201e-04  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  3.804658e-05  3.804658e-05  4.366078e-05  1.080909e-02  3.065702e-02  1.010800e-02  9.739925e-03  4.111884e-05  -1.110223e-16  -1.110223e-16  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00
 -0.001363  -0.003543  0.006814  1.019167e+00  -7.611542e-04  7.735885e-03  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  -2.623076e-05  -2.623076e-05  2.401199e-05  5.274191e-03  2.018767e-02  7.948612e-03  6.964871e-03  -1.401530e-03  1.119327e-12  1.003198e-12  1.161293e-13  3.414501e-13  0.000000e+00  0.000000e+00  0.000000e+00
 -0.002726  -0.007087  0.013629  1.036450e+00  -7.604047e-04  1.534222e-02  4.662364e-10  -1.328489e-09  -1.064183e-07  3.032271e-07  -4.920324e-05  -4.920324e-05  6.133476e-05  5.757197e-03  1.861794e-02  6.835063e-03  6.025679e-03  -1.084450e-03  1.252776e-12  1.081357e-12  1.716405e-13  4.071929e-13  0.000000e+00  0.000000e+00  0.000000e+00
 -0.004089  -0.010630  0.020443  1.054090e+00  -7.592521e-04  2.281993e-02  2.000650e-09  -5.440241e-09  -2.708113e-07  7.502506e-07  -4.065758e-20  -6.560726e-05  1.310961e-04  8.460409e-03  2.315015e-02  8.749824e-03  5.939918e-03  1.625983e-04  1.608047e-12  1.242118e-12  3.661516e-13  5.839930e-13  0.000000e+00  0.000000e+00  0.000000e+00
 -0.005451  -0.014174  0.027258  1.072088e+00  -7.575761e-04  3.017005e-02  1.398638e-08  -4.053132e-09  -8.571669e-07  9.201714e-07  -6.098637e-20  -9.246218e-05  1.933999e-04  6.136737e-03  1.879535e-02  5.594156e-03  7.064452e-03  -1.609085e-03  1.769029e-12  1.267875e-12  5.011547e-13  6.431013e-13  0.000000e+00  0.000000e+00  0.000000e+00
 -0.006814  -0.017717  0.034072  1.090457e+00  -7.555168e-04  3.739350e-02  2.836893e-09  -2.845727e-08  -9.291132e-07  1.641876e-06  -6.776264e-20  -1.104422e-04  2.396995e-04  7.839093e-03  2.129533e-02  7.128554e-03  6.327679e-03  -1.616820e-04  2.122524e-12  1.353584e-12  7.693846e-13  7.945446e-13  0.000000e+00  0.000000e+00  0.000000e+00
 -0.008177  -0.021261  0.040886  1.109212e+00  -7.529445e-04  4.449110e-02  1.232641e-08  -3.228902e-08  -1.138380e-06  2.190051e-06  -5.382824e-05  -1.514798e-04  2.845895e-04  6.091289e-03  1.737185e-02  6.119664e-03  5.160895e-03  -1.691659e-04  2.677414e-12  1.525891e-12  1.151967e-12  1.051316e-12  0.000000e+00  0.000000e+00  0.000000e+00
 -0.009540  -0.024805  0.047701  1.128369e+00  -7.499822e-04  5.146360e-02  2.868573e-08  -3.806220e-08  -1.487061e-06  2.652704e-06  -5.346199e-05  -1.798456e-04  3.277397e-04  8.285972e-03  2.652240e-02  1.029106e-02  7.945367e-03  -2.055595e-03  2.682521e-12  1.526557e-12  1.155964e-12  1.049395e-12  0.000000e+00  0.000000e+00  0.000000e+00
 -0.010903  -0.028348  0.054516  1.147945e+00  -7.464945e-04  5.831168e-02  8.316377e-08  -1.335434e-07  -2.246335e-06  3.871937e-06  -7.040012e-05  -2.099340e-04  3.855792e-04  6.105643e-03  2.201901e-02  9.315734e-03  6.597631e-03  -1.341701e-03  2.738476e-12  1.530331e-12  1.208145e-12  1.035474e-12  0.000000e+00  0.000000e+00  0.000000e+00
 -0.012266  -0.031892  0.061330  1.167949e+00  -7.426188e-04  6.503612e-02  1.656179e-07  -2.149455e-07  -3.423546e-06  5.399768e-06  -6.891162e-05  -2.389687e-04  4.284313e-04  9.702282e-03  2.602243e-02  8.010142e-03  8.310008e-03  -1.795336e-03  2.768896e-12  1.538103e-12  1.230793e-12  1.022297e-12  0.000000e+00  0.000000e+00  0.000000e+00
 -0.013629  -0.035435  0.068145  1.188392e+00  -7.381251e-04  7.163774e-02  1.541076e-07  -3.528062e-07  -4.300466e-06  7.407344e-06  -9.088619e-05  -2.713847e-04  4.973562e-04  5.637244e-03  1.974790e-02  6.907742e-03  7.202920e-03  -1.868634e-03  2.896350e-12  1.553424e-12  1.343148e-12  9.809132e-13  0.000000e+00  0.000000e+00  0.000000e+00
 -0.014992  -0.038979  0.074959  1.209283e+00  -7.332716e-04  7.811740e-02  1.401189e-07  -5.299596e-07  -4.953144e-06  9.875911e-06  -9.526220e-05  -2.916797e-04  5.389492e-04  7.660717e-03  2.089556e-02  6.450469e-03  6.784379e-03  -2.042102e-03  2.949418e-12  1.567857e-12  1.381784e-12  9.572477e-13  0.000000e+00  0.000000e+00  0.000000e+00
 -0.016355  -0.042523  0.081774  1.230633e+00  -7.279447e-04  8.447598e-02  1.209700e-07  -7.642221e-07  -5.422886e-06  1.284349e-05  -1.035014e-04  -3.160535e-04  5.925229e-04  6.621202e-03  1.567413e-02  3.338255e-03  5.714674e-03  -6.703610e-04  3.017364e-12  1.574740e-12  1.442402e-12  9.365361e-13  0.000000e+00  0.000000e+00  0.000000e+00
 -0.017718  -0.046066  0.088589  1.252452e+00  -7.222092e-04  9.071436e-02  -4.124167e-08  -8.557559e-07  -5.287339e-06  1.565607e-05  -1.076851e-04  -3.422718e-04  6.380837e-04  8.378758e-03  2.445655e-02  7.920389e-03  8.157398e-03  -2.444218e-03  3.087308e-12  1.575629e-12  1.511680e-12  9.292653e-13  0.000000e+00  0.000000e+00  0.000000e+00
 -0.019081  -0.049610  0.095404  1.274754e+00  -7.159584e-04  9.683332e-02  -6.023012e-08  -1.247403e-06  -5.117625e-06  1.917095e-05  -1.217541e-04  -3.725071e-04  6.950736e-04  6.047865e-03  1.991286e-02  7.131723e-03  6.733273e-03  -1.503171e-03  3.210543e-12  1.576961e-12  1.633582e-12  9.168944e-13  0.000000e+00  0.000000e+00  0.000000e+00
 0.000000  0.000000  0.000000  1.000862e+00  -2.992480e-04  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  3.511850e-05  3.511673e-05  -2.383181e-03  9.951581e-03  2.856863e-02  9.627166e-03  8.989885e-03  1.312875e-03  0.000000e+00  -1.110223e-16  0.000000e+00  2.775558e-17  0.000000e+00  0.000000e+00  0.000000e+00
 -0.000413  -0.001971  0.007544  1.017828e+00  -3.178659e-04  7.742759e-03  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  0.000000e+00  -2.383048e-03  -3.629038e-03  1.707486e-01  7.746471e-02  9.691293e-02  -4.718634e-02  8.069323e-11  8.051315e-11  1.800782e-13  -3.808319e-12  0.000000e+00  0.000000e+00  0.000000e+00
